age,workclass,educational-num,marital-status,occupation,relationship,race,gender,hours-per-week,native-country,income,flag
"(50.0, 88.0)","{'Local-gov', 'Private', 'Federal-gov'}","(3.0, 16.0)","{'Never-married', 'Divorced', 'Separated'}","{'Exec-managerial', 'Adm-clerical', 'Craft-repair', 'Tech-support', 'Prof-specialty', 'Other-service'}","{'Other-relative', 'Not-in-family'}","{'White', 'Asian-Pac-Islander', 'Black', 'Other'}",{'Female'},"(1.0, 90.0)","{'Hong', 'Japan', 'Philippines', 'United-States', 'Scotland', 'Ecuador', '?', 'Cuba'}",<=50K,n
"(50.0, 75.0)","{'Private', 'Federal-gov'}","(3.0, 14.0)",{'Divorced'},"{'Exec-managerial', 'Adm-clerical', 'Machine-op-inspct', 'Other-service'}",{'Not-in-family'},{'White'},{'Female'},"(1.0, 52.0)","{'Puerto-Rico', 'Germany', 'Hungary', 'Canada', 'Scotland', 'France', 'United-States'}",>50K,n
"(50.0, 82.0)",{'Private'},"(3.0, 16.0)","{'Married-spouse-absent', 'Widowed', 'Separated'}","{'Exec-managerial', 'Handlers-cleaners', 'Sales', 'Priv-house-serv'}","{'Unmarried', 'Not-in-family'}",{'White'},{'Female'},"(18.0, 96.0)","{'Germany', 'Puerto-Rico', '?', 'Italy', 'Yugoslavia', 'Poland', 'United-States'}",<=50K,n
"(50.0, 73.0)","{'Private', 'Self-emp-not-inc', 'Federal-gov'}","(2.0, 14.0)",{'Married-civ-spouse'},"{'Exec-managerial', 'Sales', 'Craft-repair', 'Priv-house-serv', 'Tech-support'}","{'Other-relative', 'Wife'}","{'White', 'Black'}",{'Female'},"(4.0, 80.0)","{'United-States', 'El-Salvador', 'Hungary', '?'}",<=50K,n
"(50.0, 90.0)","{'Federal-gov', 'Private', 'Self-emp-inc'}","(4.0, 16.0)","{'Married-civ-spouse', 'Divorced'}","{'Exec-managerial', 'Adm-clerical', 'Craft-repair', 'Protective-serv', 'Sales', 'Prof-specialty'}","{'Unmarried', 'Wife'}",{'White'},{'Female'},"(6.0, 71.0)","{'Germany', '?', 'Canada', 'United-States', 'England'}",<=50K,n
"(50.0, 77.0)","{'Private', 'Self-emp-not-inc'}","(2.0, 13.0)","{'Married-civ-spouse', 'Widowed', 'Divorced', 'Married-spouse-absent'}","{'Sales', 'Machine-op-inspct', 'Craft-repair', 'Other-service'}","{'Other-relative', 'Unmarried'}","{'White', 'Black'}",{'Female'},"(3.0, 91.0)","{'Haiti', 'Italy', 'Dominican-Republic', 'United-States'}",<=50K,n
"(50.0, 73.0)","{'Private', 'Self-emp-not-inc', 'Federal-gov'}","(2.0, 14.0)",{'Married-civ-spouse'},"{'Exec-managerial', 'Sales', 'Craft-repair', 'Priv-house-serv', 'Tech-support'}","{'Other-relative', 'Wife'}","{'White', 'Black'}",{'Female'},"(4.0, 80.0)","{'United-States', 'El-Salvador', 'Hungary', '?'}",<=50K,n
"(50.0, 86.0)","{'Local-gov', 'Private', 'State-gov'}","(1.0, 16.0)","{'Separated', 'Widowed', 'Never-married'}","{'Exec-managerial', 'Machine-op-inspct', 'Sales', 'Priv-house-serv', 'Prof-specialty'}","{'Other-relative', 'Not-in-family'}","{'White', 'Asian-Pac-Islander', 'Amer-Indian-Eskimo'}",{'Female'},"(8.0, 84.0)","{'Mexico', 'Thailand', 'Ecuador', 'United-States', 'Cuba'}",>50K,n
"(50.0, 69.0)","{'Self-emp-not-inc', 'Federal-gov', 'Private', '?', 'Without-pay'}","(4.0, 14.0)","{'Married-civ-spouse', 'Divorced', 'Never-married'}","{'Exec-managerial', 'Adm-clerical', 'Handlers-cleaners', 'Craft-repair', 'Sales', 'Machine-op-inspct', 'Tech-support', '?'}","{'Unmarried', 'Own-child'}","{'White', 'Black'}",{'Female'},"(15.0, 99.0)",{'United-States'},{'<=50K'},n
"(50.0, 90.0)",{'Private'},"(2.0, 14.0)","{'Divorced', 'Widowed', 'Never-married'}","{'Adm-clerical', 'Handlers-cleaners', 'Machine-op-inspct'}","{'Not-in-family', 'Own-child'}","{'White', 'Black'}",{'Female'},"(13.0, 64.0)","{'Mexico', 'Canada', 'Nicaragua', 'Poland', 'India', 'Ecuador', 'United-States'}",{'<=50K'},n
"(50.0, 90.0)","{'Self-emp-not-inc', 'Local-gov', 'Private', 'State-gov'}","(1.0, 14.0)","{'Married-civ-spouse', 'Separated', 'Never-married', 'Widowed'}","{'Exec-managerial', 'Adm-clerical', 'Craft-repair', 'Protective-serv', 'Tech-support', 'Other-service'}","{'Unmarried', 'Wife', 'Own-child'}","{'White', 'Asian-Pac-Islander', 'Black'}",{'Female'},"(7.0, 60.0)","{'Haiti', 'United-States', 'England'}",{'<=50K'},n
"(50.0, 90.0)","{'Self-emp-not-inc', 'Self-emp-inc', 'Local-gov', 'Private', 'State-gov'}","(2.0, 16.0)","{'Divorced', 'Separated', 'Widowed', 'Never-married'}","{'Exec-managerial', 'Farming-fishing', 'Adm-clerical', 'Craft-repair', 'Priv-house-serv', 'Sales', 'Prof-specialty', 'Other-service'}","{'Not-in-family', 'Own-child'}","{'White', 'Black'}",{'Female'},"(7.0, 99.0)","{'Germany', 'United-States', 'Canada', '?'}",{'<=50K'},n
"(50.0, 90.0)","{'Self-emp-not-inc', 'Self-emp-inc', 'Local-gov', 'Private', 'State-gov'}","(2.0, 16.0)","{'Divorced', 'Separated', 'Widowed', 'Never-married'}","{'Exec-managerial', 'Farming-fishing', 'Adm-clerical', 'Craft-repair', 'Priv-house-serv', 'Sales', 'Prof-specialty', 'Other-service'}","{'Not-in-family', 'Own-child'}","{'White', 'Black'}",{'Female'},"(7.0, 99.0)","{'Germany', 'United-States', 'Canada', '?'}",{'<=50K'},n
"(50.0, 80.0)","{'Self-emp-not-inc', 'Self-emp-inc', 'Private', 'State-gov'}","(2.0, 14.0)","{'Widowed', 'Divorced', 'Separated'}","{'Farming-fishing', 'Adm-clerical', 'Craft-repair', 'Machine-op-inspct', 'Sales', 'Other-service'}","{'Other-relative', 'Not-in-family', 'Own-child'}",{'White'},{'Female'},"(4.0, 70.0)","{'Puerto-Rico', '?', 'Guatemala', 'Nicaragua', 'Columbia', 'United-States', 'England'}",{'<=50K'},n
"(50.0, 80.0)","{'Self-emp-not-inc', 'Self-emp-inc', 'Private', 'State-gov'}","(2.0, 14.0)","{'Widowed', 'Divorced', 'Separated'}","{'Farming-fishing', 'Adm-clerical', 'Craft-repair', 'Machine-op-inspct', 'Sales', 'Other-service'}","{'Other-relative', 'Not-in-family', 'Own-child'}",{'White'},{'Female'},"(4.0, 70.0)","{'Puerto-Rico', '?', 'Guatemala', 'Nicaragua', 'Columbia', 'United-States', 'England'}",{'<=50K'},n
"(50.0, 69.0)","{'Self-emp-not-inc', 'Federal-gov', 'Private', '?', 'Without-pay'}","(4.0, 14.0)","{'Married-civ-spouse', 'Divorced', 'Never-married'}","{'Exec-managerial', 'Adm-clerical', 'Handlers-cleaners', 'Craft-repair', 'Sales', 'Machine-op-inspct', 'Tech-support', '?'}","{'Unmarried', 'Own-child'}","{'White', 'Black'}",{'Female'},"(15.0, 99.0)",{'United-States'},{'>50K'},n
"(50.0, 77.0)","{'Local-gov', 'Private', 'State-gov'}","(3.0, 14.0)","{'Married-spouse-absent', 'Widowed', 'Never-married'}","{'Adm-clerical', 'Priv-house-serv', 'Handlers-cleaners', 'Sales', 'Prof-specialty', 'Other-service'}","{'Other-relative', 'Unmarried'}","{'White', 'Black'}",{'Female'},"(4.0, 96.0)","{'Mexico', 'Scotland', 'Jamaica', 'United-States'}",{'<=50K'},n
"(50.0, 77.0)","{'Local-gov', 'Private', 'State-gov'}","(3.0, 14.0)","{'Married-spouse-absent', 'Widowed', 'Never-married'}","{'Adm-clerical', 'Priv-house-serv', 'Handlers-cleaners', 'Sales', 'Prof-specialty', 'Other-service'}","{'Other-relative', 'Unmarried'}","{'White', 'Black'}",{'Female'},"(4.0, 96.0)","{'Mexico', 'Scotland', 'Jamaica', 'United-States'}",{'<=50K'},n
"(50.0, 77.0)","{'Local-gov', 'Private', 'State-gov'}","(3.0, 14.0)","{'Married-spouse-absent', 'Widowed', 'Never-married'}","{'Adm-clerical', 'Priv-house-serv', 'Handlers-cleaners', 'Sales', 'Prof-specialty', 'Other-service'}","{'Other-relative', 'Unmarried'}","{'White', 'Black'}",{'Female'},"(4.0, 96.0)","{'Mexico', 'Scotland', 'Jamaica', 'United-States'}",{'<=50K'},n
"(50.0, 83.0)","{'Private', 'Federal-gov'}","(2.0, 16.0)","{'Widowed', 'Never-married', 'Separated'}","{'Exec-managerial', 'Transport-moving', 'Adm-clerical', 'Priv-house-serv', 'Craft-repair', 'Sales', 'Prof-specialty', 'Other-service'}","{'Unmarried', 'Not-in-family'}","{'White', 'Asian-Pac-Islander', 'Black', 'Amer-Indian-Eskimo'}",{'Female'},"(3.0, 75.0)","{'Philippines', 'Thailand', 'Honduras', 'United-States', 'England'}",{'<=50K'},n
"(50.0, 88.0)","{'Self-emp-not-inc', 'Federal-gov', 'Local-gov', 'Private', 'State-gov'}","(3.0, 16.0)","{'Divorced', 'Separated', 'Never-married', 'Widowed'}","{'Exec-managerial', 'Farming-fishing', 'Transport-moving', 'Adm-clerical', 'Machine-op-inspct', 'Prof-specialty', 'Other-service'}","{'Unmarried', 'Not-in-family'}","{'White', 'Black'}",{'Female'},"(8.0, 96.0)","{'Jamaica', 'United-States'}",{'<=50K'},n
"(50.0, 79.0)",{'Self-emp-not-inc'},"(1.0, 15.0)","{'Divorced', 'Separated', 'Widowed', 'Never-married'}","{'Exec-managerial', 'Farming-fishing', 'Sales', 'Prof-specialty', 'Other-service'}","{'Unmarried', 'Not-in-family'}",{'White'},{'Female'},"(2.0, 99.0)","{'Mexico', 'Cuba', 'United-States', 'England'}",{'<=50K'},n
"(50.0, 84.0)","{'Self-emp-not-inc', 'Federal-gov', 'Local-gov', 'Private'}","(2.0, 16.0)","{'Married-spouse-absent', 'Widowed', 'Never-married'}","{'Exec-managerial', 'Farming-fishing', 'Craft-repair', 'Priv-house-serv', 'Machine-op-inspct', 'Tech-support', 'Prof-specialty', 'Other-service'}","{'Unmarried', 'Not-in-family'}","{'White', 'Asian-Pac-Islander', 'Amer-Indian-Eskimo'}",{'Female'},"(4.0, 99.0)","{'Mexico', 'Greece', 'United-States', 'India', '?'}",{'<=50K'},n
"(50.0, 84.0)","{'Self-emp-not-inc', 'Federal-gov', 'Local-gov', 'Private'}","(2.0, 16.0)","{'Married-spouse-absent', 'Widowed', 'Never-married'}","{'Exec-managerial', 'Farming-fishing', 'Craft-repair', 'Priv-house-serv', 'Machine-op-inspct', 'Tech-support', 'Prof-specialty', 'Other-service'}","{'Unmarried', 'Not-in-family'}","{'White', 'Asian-Pac-Islander', 'Amer-Indian-Eskimo'}",{'Female'},"(4.0, 99.0)","{'Mexico', 'Greece', 'United-States', 'India', '?'}",{'<=50K'},n
"(50.0, 90.0)","{'Local-gov', 'Private', 'Self-emp-not-inc'}","(3.0, 14.0)","{'Widowed', 'Divorced', 'Separated'}","{'Exec-managerial', 'Sales', 'Adm-clerical', 'Other-service'}","{'Other-relative', 'Unmarried'}","{'White', 'Asian-Pac-Islander'}",{'Female'},"(1.0, 65.0)","{'Italy', 'South', 'Cuba', 'Canada', 'India', 'United-States', 'England'}",{'<=50K'},n
"(50.0, 78.0)","{'Private', '?'}","(2.0, 15.0)","{'Married-spouse-absent', 'Widowed', 'Separated'}","{'Adm-clerical', 'Handlers-cleaners', 'Craft-repair', '?'}","{'Unmarried', 'Own-child', 'Not-in-family'}","{'White', 'Asian-Pac-Islander', 'Black'}",{'Female'},"(21.0, 63.0)","{'Mexico', 'Ireland', 'Vietnam', 'United-States'}",{'<=50K'},n
"(51.0, 81.0)","{'Private', 'Self-emp-inc'}","(3.0, 14.0)","{'Widowed', 'Divorced'}","{'Machine-op-inspct', 'Sales', 'Adm-clerical', 'Handlers-cleaners'}",{'Unmarried'},"{'White', 'Asian-Pac-Islander', 'Black'}",{'Female'},"(2.0, 52.0)","{'Poland', '?', 'Italy', 'Canada', 'United-States'}",{'<=50K'},n
"(50.0, 71.0)","{'Local-gov', 'Private'}","(3.0, 14.0)","{'Married-civ-spouse', 'Divorced', 'Married-spouse-absent', 'Widowed'}","{'Transport-moving', 'Sales', 'Machine-op-inspct', 'Adm-clerical', 'Tech-support', 'Craft-repair'}","{'Unmarried', 'Wife', 'Own-child', 'Not-in-family'}","{'White', 'Asian-Pac-Islander'}",{'Female'},"(9.0, 72.0)","{'Puerto-Rico', 'Honduras', 'Greece', 'Nicaragua', 'Hong', 'India', 'Japan', 'Columbia', 'United-States', 'Philippines'}",{'<=50K'},n
"(50.0, 76.0)","{'Private', 'Self-emp-not-inc', 'Self-emp-inc'}","(4.0, 14.0)",{'Widowed'},"{'Exec-managerial', 'Transport-moving', 'Sales'}","{'Other-relative', 'Not-in-family', 'Unmarried'}",{'White'},{'Female'},"(3.0, 99.0)","{'Germany', 'United-States'}",{'<=50K'},n
"(50.0, 76.0)","{'Private', 'Self-emp-not-inc', 'Self-emp-inc'}","(4.0, 14.0)",{'Widowed'},"{'Exec-managerial', 'Transport-moving', 'Sales'}","{'Other-relative', 'Not-in-family', 'Unmarried'}",{'White'},{'Female'},"(3.0, 99.0)","{'Germany', 'United-States'}",{'<=50K'},n
"(50.0, 76.0)","{'Private', 'Self-emp-not-inc', 'Self-emp-inc'}","(4.0, 14.0)",{'Widowed'},"{'Exec-managerial', 'Transport-moving', 'Sales'}","{'Other-relative', 'Not-in-family', 'Unmarried'}",{'White'},{'Female'},"(3.0, 99.0)","{'Germany', 'United-States'}",{'<=50K'},n
"(51.0, 81.0)","{'Private', 'Self-emp-inc'}","(3.0, 14.0)","{'Widowed', 'Divorced'}","{'Machine-op-inspct', 'Sales', 'Adm-clerical', 'Handlers-cleaners'}",{'Unmarried'},"{'White', 'Asian-Pac-Islander', 'Black'}",{'Female'},"(2.0, 52.0)","{'Poland', '?', 'Italy', 'Canada', 'United-States'}",{'<=50K'},n
"(51.0, 81.0)","{'Private', 'Self-emp-inc'}","(3.0, 14.0)","{'Widowed', 'Divorced'}","{'Machine-op-inspct', 'Sales', 'Adm-clerical', 'Handlers-cleaners'}",{'Unmarried'},"{'White', 'Asian-Pac-Islander', 'Black'}",{'Female'},"(2.0, 52.0)","{'Poland', '?', 'Italy', 'Canada', 'United-States'}",{'<=50K'},n
"(50.0, 85.0)",{'Private'},"(1.0, 16.0)","{'Widowed', 'Divorced', 'Separated'}","{'Priv-house-serv', 'Sales'}","{'Other-relative', 'Not-in-family', 'Unmarried'}",{'White'},{'Female'},"(12.0, 99.0)","{'Puerto-Rico', 'Cuba', 'Guatemala', 'Nicaragua', 'France', 'Peru', 'United-States', 'England'}",{'<=50K'},n
"(50.0, 90.0)","{'Local-gov', 'Private', 'Self-emp-not-inc'}","(3.0, 14.0)","{'Widowed', 'Divorced', 'Separated'}","{'Exec-managerial', 'Sales', 'Adm-clerical', 'Other-service'}","{'Other-relative', 'Unmarried'}","{'White', 'Asian-Pac-Islander'}",{'Female'},"(1.0, 65.0)","{'Italy', 'South', 'Cuba', 'Canada', 'India', 'United-States', 'England'}",{'<=50K'},n
"(50.0, 86.0)","{'Federal-gov', 'Private', 'Self-emp-inc', 'Local-gov'}","(2.0, 15.0)","{'Widowed', 'Separated'}","{'Transport-moving', 'Adm-clerical', 'Protective-serv', 'Sales', 'Prof-specialty', 'Other-service'}","{'Unmarried', 'Not-in-family'}",{'White'},{'Female'},"(4.0, 65.0)","{'Germany', 'Puerto-Rico', 'Mexico', 'United-States', '?'}",{'<=50K'},n
"(50.0, 79.0)","{'Self-emp-not-inc', 'Local-gov', 'State-gov', '?'}","(4.0, 16.0)","{'Married-spouse-absent', 'Widowed', 'Never-married'}","{'Adm-clerical', 'Prof-specialty', '?', 'Other-service'}","{'Unmarried', 'Not-in-family'}","{'White', 'Black'}",{'Female'},"(3.0, 64.0)","{'Honduras', 'Jamaica', 'Canada', 'United-States', 'Dominican-Republic'}",{'<=50K'},n
"(50.0, 85.0)","{'Local-gov', 'Self-emp-not-inc', 'State-gov'}","(2.0, 16.0)","{'Divorced', 'Separated', 'Widowed'}","{'Exec-managerial', 'Adm-clerical', 'Other-service'}","{'Other-relative', 'Unmarried', 'Not-in-family'}","{'White', 'Black'}",{'Female'},"(8.0, 81.0)","{'Germany', 'Italy', 'Outlying-US(Guam-USVI-etc)', 'Dominican-Republic', 'Scotland', 'France', 'Columbia', 'United-States'}",{'<=50K'},n
"(50.0, 85.0)","{'Local-gov', 'Self-emp-not-inc', 'State-gov'}","(2.0, 16.0)","{'Divorced', 'Separated', 'Widowed'}","{'Exec-managerial', 'Adm-clerical', 'Other-service'}","{'Other-relative', 'Unmarried', 'Not-in-family'}","{'White', 'Black'}",{'Female'},"(8.0, 81.0)","{'Germany', 'Italy', 'Outlying-US(Guam-USVI-etc)', 'Dominican-Republic', 'Scotland', 'France', 'Columbia', 'United-States'}",{'<=50K'},n
"(50.0, 84.0)","{'Self-emp-not-inc', 'Federal-gov', 'Local-gov', 'Private'}","(2.0, 16.0)","{'Married-spouse-absent', 'Widowed', 'Never-married'}","{'Exec-managerial', 'Farming-fishing', 'Craft-repair', 'Priv-house-serv', 'Machine-op-inspct', 'Tech-support', 'Prof-specialty', 'Other-service'}","{'Unmarried', 'Not-in-family'}","{'White', 'Asian-Pac-Islander', 'Amer-Indian-Eskimo'}",{'Female'},"(4.0, 99.0)","{'Mexico', 'Greece', 'United-States', 'India', '?'}",{'<=50K'},n
"(50.0, 90.0)","{'Self-emp-not-inc', 'Federal-gov', 'Private'}","(3.0, 15.0)","{'Married-civ-spouse', 'Divorced', 'Separated', 'Widowed', 'Never-married'}","{'Adm-clerical', 'Craft-repair', 'Machine-op-inspct', 'Sales', 'Prof-specialty', 'Other-service'}","{'Other-relative', 'Unmarried', 'Not-in-family', 'Wife'}","{'White', 'Black', 'Amer-Indian-Eskimo'}",{'Female'},"(21.0, 65.0)",{'United-States'},{'<=50K'},n
"(50.0, 90.0)","{'Self-emp-not-inc', 'Federal-gov', 'Private'}","(3.0, 15.0)","{'Married-civ-spouse', 'Divorced', 'Separated', 'Widowed', 'Never-married'}","{'Adm-clerical', 'Craft-repair', 'Machine-op-inspct', 'Sales', 'Prof-specialty', 'Other-service'}","{'Other-relative', 'Unmarried', 'Not-in-family', 'Wife'}","{'White', 'Black', 'Amer-Indian-Eskimo'}",{'Female'},"(21.0, 65.0)",{'United-States'},{'<=50K'},n
"(50.0, 74.0)","{'Self-emp-not-inc', 'State-gov'}","(2.0, 16.0)","{'Widowed', 'Divorced'}","{'Exec-managerial', 'Farming-fishing', 'Adm-clerical', 'Prof-specialty', 'Other-service'}","{'Unmarried', 'Not-in-family', 'Own-child'}",{'White'},{'Female'},"(4.0, 65.0)","{'Greece', 'El-Salvador', 'Columbia', 'Peru', 'Guatemala', 'United-States', 'Canada'}",{'<=50K'},n
"(50.0, 74.0)","{'Self-emp-not-inc', 'Local-gov', 'Private', 'State-gov', '?'}","(3.0, 16.0)","{'Married-spouse-absent', 'Widowed', 'Never-married', 'Divorced', 'Separated'}","{'Exec-managerial', 'Adm-clerical', 'Craft-repair', 'Handlers-cleaners', 'Machine-op-inspct', 'Sales', 'Prof-specialty', '?', 'Other-service', 'Priv-house-serv'}","{'Other-relative', 'Unmarried', 'Not-in-family', 'Own-child'}","{'White', 'Asian-Pac-Islander', 'Black', 'Amer-Indian-Eskimo', 'Other'}",{'Female'},"(15.0, 92.0)","{'South', 'United-States', 'Philippines', 'Thailand', '?'}",{'<=50K'},n
"(51.0, 78.0)","{'Self-emp-not-inc', 'Self-emp-inc'}","(4.0, 15.0)","{'Married-civ-spouse', 'Widowed'}","{'Transport-moving', 'Sales', 'Farming-fishing', 'Adm-clerical', 'Craft-repair', 'Other-service'}","{'Unmarried', 'Wife'}","{'White', 'Amer-Indian-Eskimo'}",{'Female'},"(2.0, 73.0)","{'Germany', '?', 'Scotland', 'Canada', 'United-States'}",{'<=50K'},n
"(50.0, 85.0)","{'Private', 'State-gov', '?', 'Without-pay'}","(4.0, 16.0)","{'Married-spouse-absent', 'Widowed'}","{'Exec-managerial', 'Farming-fishing', 'Adm-clerical', 'Machine-op-inspct', 'Prof-specialty', '?'}","{'Unmarried', 'Not-in-family'}","{'White', 'Asian-Pac-Islander', 'Amer-Indian-Eskimo', 'Other'}",{'Female'},"(2.0, 64.0)","{'Dominican-Republic', 'United-States'}",{'<=50K'},n
"(50.0, 85.0)","{'Private', 'State-gov', '?', 'Without-pay'}","(4.0, 16.0)","{'Married-spouse-absent', 'Widowed'}","{'Exec-managerial', 'Farming-fishing', 'Adm-clerical', 'Machine-op-inspct', 'Prof-specialty', '?'}","{'Unmarried', 'Not-in-family'}","{'White', 'Asian-Pac-Islander', 'Amer-Indian-Eskimo', 'Other'}",{'Female'},"(2.0, 64.0)","{'Dominican-Republic', 'United-States'}",{'<=50K'},n
"(50.0, 78.0)","{'Private', '?'}","(2.0, 15.0)","{'Married-spouse-absent', 'Widowed', 'Separated'}","{'Adm-clerical', 'Handlers-cleaners', 'Craft-repair', '?'}","{'Unmarried', 'Own-child', 'Not-in-family'}","{'White', 'Asian-Pac-Islander', 'Black'}",{'Female'},"(21.0, 63.0)","{'Mexico', 'Ireland', 'Vietnam', 'United-States'}",{'>50K'},n
"(50.0, 71.0)","{'Local-gov', 'Private'}","(3.0, 14.0)","{'Married-civ-spouse', 'Divorced', 'Married-spouse-absent', 'Widowed'}","{'Transport-moving', 'Sales', 'Machine-op-inspct', 'Adm-clerical', 'Tech-support', 'Craft-repair'}","{'Unmarried', 'Wife', 'Own-child', 'Not-in-family'}","{'White', 'Asian-Pac-Islander'}",{'Female'},"(9.0, 72.0)","{'Puerto-Rico', 'Honduras', 'Greece', 'Nicaragua', 'Hong', 'India', 'Japan', 'Columbia', 'United-States', 'Philippines'}",{'<=50K'},n
"(50.0, 85.0)","{'Local-gov', 'Self-emp-not-inc', 'State-gov'}","(2.0, 16.0)","{'Divorced', 'Separated', 'Widowed'}","{'Exec-managerial', 'Adm-clerical', 'Other-service'}","{'Other-relative', 'Unmarried', 'Not-in-family'}","{'White', 'Black'}",{'Female'},"(8.0, 81.0)","{'Germany', 'Italy', 'Outlying-US(Guam-USVI-etc)', 'Dominican-Republic', 'Scotland', 'France', 'Columbia', 'United-States'}",{'<=50K'},n
"(50.0, 77.0)","{'Local-gov', 'Self-emp-not-inc', 'Private'}","(4.0, 16.0)","{'Divorced', 'Separated'}","{'Exec-managerial', 'Sales', 'Adm-clerical', 'Prof-specialty'}","{'Unmarried', 'Not-in-family'}",{'White'},{'Female'},"(2.0, 99.0)","{'Germany', '?', 'Yugoslavia', 'Iran', 'United-States'}",{'<=50K'},n
"(50.0, 85.0)","{'Local-gov', 'Self-emp-not-inc', 'Federal-gov'}","(4.0, 16.0)","{'Widowed', 'Divorced'}","{'Exec-managerial', 'Protective-serv', 'Prof-specialty'}","{'Unmarried', 'Not-in-family'}",{'White'},{'Female'},"(12.0, 71.0)","{'Nicaragua', 'Hungary', 'Canada', 'United-States', 'England'}",{'<=50K'},n
"(50.0, 85.0)","{'Local-gov', 'Self-emp-not-inc', 'State-gov'}","(2.0, 16.0)","{'Divorced', 'Separated', 'Widowed'}","{'Exec-managerial', 'Adm-clerical', 'Other-service'}","{'Other-relative', 'Unmarried', 'Not-in-family'}","{'White', 'Black'}",{'Female'},"(8.0, 81.0)","{'Germany', 'Italy', 'Outlying-US(Guam-USVI-etc)', 'Dominican-Republic', 'Scotland', 'France', 'Columbia', 'United-States'}",{'<=50K'},n
"(50.0, 83.0)","{'Self-emp-not-inc', 'Private'}","(1.0, 16.0)","{'Widowed', 'Divorced'}","{'Adm-clerical', 'Transport-moving', 'Sales', 'Craft-repair', 'Prof-specialty', 'Other-service'}","{'Unmarried', 'Not-in-family'}","{'White', 'Black'}",{'Female'},"(2.0, 71.0)","{'Mexico', 'Italy', 'Hungary', 'United-States', 'France', 'Jamaica', '?', 'Cuba'}",{'<=50K'},n
"(50.0, 83.0)","{'Self-emp-not-inc', 'Private'}","(1.0, 16.0)","{'Widowed', 'Divorced'}","{'Adm-clerical', 'Transport-moving', 'Sales', 'Craft-repair', 'Prof-specialty', 'Other-service'}","{'Unmarried', 'Not-in-family'}","{'White', 'Black'}",{'Female'},"(2.0, 71.0)","{'Mexico', 'Italy', 'Hungary', 'United-States', 'France', 'Jamaica', '?', 'Cuba'}",{'<=50K'},n
"(50.0, 83.0)","{'Self-emp-not-inc', 'Private'}","(1.0, 16.0)","{'Widowed', 'Divorced'}","{'Adm-clerical', 'Transport-moving', 'Sales', 'Craft-repair', 'Prof-specialty', 'Other-service'}","{'Unmarried', 'Not-in-family'}","{'White', 'Black'}",{'Female'},"(2.0, 71.0)","{'Mexico', 'Italy', 'Hungary', 'United-States', 'France', 'Jamaica', '?', 'Cuba'}",{'<=50K'},n
"(50.0, 77.0)","{'Local-gov', 'Self-emp-not-inc', 'Private'}","(4.0, 16.0)","{'Divorced', 'Separated'}","{'Exec-managerial', 'Sales', 'Adm-clerical', 'Prof-specialty'}","{'Unmarried', 'Not-in-family'}",{'White'},{'Female'},"(2.0, 99.0)","{'Germany', '?', 'Yugoslavia', 'Iran', 'United-States'}",{'<=50K'},n
"(50.0, 73.0)","{'Federal-gov', 'Private', 'State-gov'}","(4.0, 14.0)","{'Divorced', 'Separated', 'Married-spouse-absent', 'Never-married'}","{'Exec-managerial', 'Farming-fishing', 'Adm-clerical', 'Other-service'}",{'Unmarried'},"{'White', 'Black', 'Amer-Indian-Eskimo'}",{'Female'},"(10.0, 72.0)","{'Puerto-Rico', 'Mexico', '?', 'Greece', 'Poland', 'United-States'}",{'>50K'},n
"(50.0, 73.0)","{'Federal-gov', 'Private', 'State-gov'}","(4.0, 14.0)","{'Divorced', 'Separated', 'Married-spouse-absent', 'Never-married'}","{'Exec-managerial', 'Farming-fishing', 'Adm-clerical', 'Other-service'}",{'Unmarried'},"{'White', 'Black', 'Amer-Indian-Eskimo'}",{'Female'},"(10.0, 72.0)","{'Puerto-Rico', 'Mexico', '?', 'Greece', 'Poland', 'United-States'}",{'<=50K'},n
"(50.0, 73.0)","{'Federal-gov', 'Private', 'State-gov'}","(4.0, 14.0)","{'Divorced', 'Separated', 'Married-spouse-absent', 'Never-married'}","{'Exec-managerial', 'Farming-fishing', 'Adm-clerical', 'Other-service'}",{'Unmarried'},"{'White', 'Black', 'Amer-Indian-Eskimo'}",{'Female'},"(10.0, 72.0)","{'Puerto-Rico', 'Mexico', '?', 'Greece', 'Poland', 'United-States'}",{'<=50K'},n
"(50.0, 90.0)","{'Federal-gov', 'Local-gov', 'Private', 'State-gov'}","(3.0, 14.0)","{'Divorced', 'Separated'}","{'Adm-clerical', 'Craft-repair', 'Priv-house-serv', 'Protective-serv', 'Sales', 'Machine-op-inspct', 'Other-service'}","{'Other-relative', 'Unmarried', 'Own-child'}","{'White', 'Black'}",{'Female'},"(5.0, 49.0)","{'Haiti', 'Scotland', 'United-States', '?'}",{'<=50K'},n
"(50.0, 90.0)","{'Federal-gov', 'Local-gov', 'Private', 'State-gov'}","(3.0, 14.0)","{'Divorced', 'Separated'}","{'Adm-clerical', 'Craft-repair', 'Priv-house-serv', 'Protective-serv', 'Sales', 'Machine-op-inspct', 'Other-service'}","{'Other-relative', 'Unmarried', 'Own-child'}","{'White', 'Black'}",{'Female'},"(5.0, 49.0)","{'Haiti', 'Scotland', 'United-States', '?'}",{'<=50K'},n
