5,age,workclass,educational-num,marital-status,occupation,relationship,race,gender,hours-per-week,native-country,income,flag
1388,"(58.0, 77.0)",{'Private'},"(6.0, 9.0)",{'Widowed'},{'Craft-repair'},{'Unmarried'},{'White'},{'Female'},"(5.0, 37.0)",{'United-States'},{'<=50K'},B6a2+h6hTXjADwYsXTdK8ebLFtpyOhTAeu9emQXVdqN7Bde5pq2Q9qoxBdnoUDSXFjiu7yiUCud/ppdXoDdBqhOOcICP8Oo7W2xzE0REnGljoYmAePD73wgZabexc6a4hovzOecfGn7HuOgYiZ4nOb2kvfseWYGReGknG5Xw/So=
1389,"(58.0, 77.0)",{'Private'},"(6.0, 9.0)",{'Widowed'},{'Craft-repair'},{'Unmarried'},{'White'},{'Female'},"(5.0, 37.0)",{'United-States'},{'<=50K'},HAfGHBRD3UxjYqzbv9ceuAMPR4BpPIl3HjForvYeCbq4quw4HuWgrayUf0HmsaQLxZK3NGfm8McpaYGoXGSp8Gg4ri5v8IMeEdhqi0DHwOB3msMVU30oSWH93vPEzwqDND/6ykoD3ri3cNgAXxJ8woqRHpnMXMQPOck0TsspOxA=
1390,"(58.0, 77.0)",{'Private'},"(6.0, 9.0)",{'Widowed'},{'Craft-repair'},{'Unmarried'},{'White'},{'Female'},"(5.0, 37.0)",{'United-States'},{'<=50K'},CU4SUoOTQkqK66n+sJ0QAtXK3qcCKh+WiIR4WY5tsK30z3JzZkPgi2cqpJ1abZURQ9UAT1dGuaHK2oqc2ZBuGK2ueYNwF+4DIbwvxuht0UirUEgXl6S5j20n2BtPRjCim8Y5pGCDJSF93/HVdsmQrccTsGmH1AiMvVXX2bXGPqE=
1391,"(58.0, 77.0)",{'Private'},"(6.0, 9.0)",{'Widowed'},{'Craft-repair'},{'Unmarried'},{'White'},{'Female'},"(5.0, 37.0)",{'United-States'},{'<=50K'},fys7iiqhHelYuxZ9btMPIzsdSPgkm3Uc88zMJgmWwmyT6fzObMOjZw1A7qVAgr5GEIWHZiiC+mbV6jPMtA6/u0Nt0EIZ/tTMt4HaFavcl9t/SzxOCpF/V7gLVQrtBrO7Z+L1VMYJrYHZn187vwMDN9K7UhEde6Iw2CxhOPTW5fw=
1392,"(58.0, 77.0)",{'Private'},"(6.0, 9.0)",{'Widowed'},{'Craft-repair'},{'Unmarried'},{'White'},{'Female'},"(5.0, 37.0)",{'United-States'},{'<=50K'},QkVlJync1VSJaxiHxd/u/xOO5VT8QCCyFUBS+w/O1OU/JVG0cWj9buAOXZNqKbCnrPW3Iwr6fa1hrcE1hkBQhbANL8FhcYQUJbmlEv4w+p80z/4FoeKZf/N1Bm1t+8Tci1jTqy7x1YN6gYyHKLHwMxt2pAXRnNDD7YN1wCrNwlQ=
1393,"(50.0, 60.0)",{'State-gov'},"(9.0, 11.0)",{'Widowed'},{'Adm-clerical'},{'Unmarried'},{'White'},{'Female'},"(39.0, 40.0)",{'United-States'},{'<=50K'},jqsmPgy0yUxUvgEA6PsLfvkFe5MRqJowLCBZv8mCSawy04i8Zx6CZquB+KqpO829u/ar6P103XWRQmBXrn3wjNxnZ5aYKPlB6BOdLJO//kLasUdcvFdQnN22S3IN6FWZ4P7qSNB4gjnfX7yRVkGoEUpPO69dpmC6VW62CSY7EXo=
1394,"(50.0, 60.0)",{'State-gov'},"(9.0, 11.0)",{'Widowed'},{'Adm-clerical'},{'Unmarried'},{'White'},{'Female'},"(39.0, 40.0)",{'United-States'},{'>50K'},d/YjBpaDYKVFpwprlI0qlTwzr9+7eRQsASfw/FORVGUBdK8RO6N4d85BCvK9KAH0gw+oli00eZP5O9Og+8Sq9eVrcbYqlGx0XNFanjH91wpXX6S+6tBhSJDpAbT91OPDRgToUY4mAygTlHH9hu7icB26fzg/r33rWCirU1F0TZQ=
1395,"(50.0, 60.0)",{'State-gov'},"(9.0, 11.0)",{'Widowed'},{'Adm-clerical'},{'Unmarried'},{'White'},{'Female'},"(39.0, 40.0)",{'United-States'},{'<=50K'},Ofd/NZ7FiFYvFgrQmWfPuP0TUN9V3FYkRjZePCXFy1XOs7wb3S/ggKJfE4sOHZqCnUH0k4PkddXHUZbJQhXYGguQe1WhA4McGgrmpiYDK87agQzTenv8UKAKuGNBL4vGjllMw146gpM3k8Z7cmCL+peG/u8WUT0DuyHonU9JSqs=
1396,"(50.0, 60.0)",{'State-gov'},"(9.0, 11.0)",{'Widowed'},{'Adm-clerical'},{'Unmarried'},{'White'},{'Female'},"(39.0, 40.0)",{'United-States'},{'<=50K'},cPOYeD3om5ltODvy/P11PYbFTszQoVxc2Hvw/aGQufwh0mNE+qij53WAqPWAxIFrxilefEqXcttxhSGhb6j3G6AR8c6zqq+KVIctWR6hPPxJDHktLgnX0iUVvlkvBIDsUMYoJCwOzUKVOgZhmHeOO2RrLZ5eFFsBtWOYnLFpUOw=
1397,"(50.0, 60.0)",{'State-gov'},"(9.0, 11.0)",{'Widowed'},{'Adm-clerical'},{'Unmarried'},{'White'},{'Female'},"(39.0, 40.0)",{'United-States'},{'<=50K'},LExnYUDy6g3S/Wp6VC5q2Mvf8w7lH4qZ+MNUcFWM8enca1PJUFopz4+lyGpeV+4H3MDebqYvhDO5oyVx0pcTS09/EgKD9Eh2pWo+CQlcTyABNYkyoRjG/v289JLwFJD7ouWrRUBauwx4MOHchpMAgxNC4marXjTw7GXq8LkMRj0=
1398,"(50.0, 60.0)",{'State-gov'},"(9.0, 11.0)",{'Widowed'},{'Adm-clerical'},{'Unmarried'},{'White'},{'Female'},"(39.0, 40.0)",{'United-States'},{'<=50K'},OVQiwRiaIjpP3CFBKJIn2uQK7TkcPtW3zzw0KMkmf7UJfItGfYhqswjN0VQT8NJRXUpCVDwRaO97UliE5Jp1XH5PgX3wf7K1FdKAwwABDppysKWtnG8pSxOp3E/HRJWXRYFHE0S8MtQcxwNwvE+YuCGheTfaHd6FFpGkgLqT9Zc=
1399,"(58.0, 71.0)",{'State-gov'},"(4.0, 13.0)",{'Widowed'},"{'Other-service' ,'Tech-support'}",{'Unmarried'},{'White'},{'Female'},"(36.0, 45.0)","{'Poland' ,'United-States'}",{'>50K'},nHyul8accVKoCaDyg4AF5DyEn9QVq/O/jtlkvUaCE4JqU13BwZbVEYUU+uUuZy04SZWhvE4dFoPQ9m2SdmfHicbnGghCfZSwO9w7x+flpsVL5jU2oNsyXbXmdDAYqtsnvoNoKnEgNA0IOpj8o3qwlWYYHL7WE6Xcsy85SktnfyQ=
1400,"(58.0, 71.0)",{'State-gov'},"(4.0, 13.0)",{'Widowed'},"{'Other-service' ,'Tech-support'}",{'Unmarried'},{'White'},{'Female'},"(36.0, 45.0)","{'Poland' ,'United-States'}",{'<=50K'},CCX+XfAop9DUdlVxM0yuUflhnhA4uGSRnSPzREn2xZbaK8gWB4f3GLFDQLmO+HCWI9wd+IxdtDe+6DLJQBYpYKXz0NotzQCur13rOSx+K6k14Kv0LlbS4brXKcnylOlTOg49w3hIkmD1fBdCnZplJw+hONc1tKN9I/ZlmDzpv/w=
1401,"(58.0, 71.0)",{'State-gov'},"(4.0, 13.0)",{'Widowed'},"{'Other-service' ,'Tech-support'}",{'Unmarried'},{'White'},{'Female'},"(36.0, 45.0)","{'Poland' ,'United-States'}",{'<=50K'},MKaMoho0DvpevBJ/WCbeAvUQbMhJYAK0gYDrVBde9rEdvDkI4w9/XtAiDj/hp0ABIOo1x3KcmMLRbtxUU4PAGWprgYEpty+UzprrtQ3kuNHndjWXaOxxngYR+0BIzpjTjia8JF51FVK7mPMyIHCba8sUmkFM3sPbP/nvj/4Kt+k=
1402,"(58.0, 71.0)",{'State-gov'},"(4.0, 13.0)",{'Widowed'},"{'Other-service' ,'Tech-support'}",{'Unmarried'},{'White'},{'Female'},"(36.0, 45.0)","{'Poland' ,'United-States'}",{'<=50K'},qyvJBEUYjIruf7q50SkgtCQceAJX/dE/QJuMFN8C7tb1KplxbLORbvC70kDl3ipzym8WACWOJVsmwlsMselVOeVz9La8/sZSMN7wFKsA2IWT2oDclEgSwLMuU7TMi6vk8tmj5AfiDZlyB351MJ/sTmS2tYvWtdFt3tZ1i0cY0Fs=
1403,"(58.0, 71.0)",{'State-gov'},"(4.0, 13.0)",{'Widowed'},"{'Other-service' ,'Tech-support'}",{'Unmarried'},{'White'},{'Female'},"(36.0, 45.0)","{'Poland' ,'United-States'}",{'<=50K'},gx6THAzt9zE341sNQWzUyf7CNI3HmQhuyb0IYbpZg5rV6+xMAx8m8VbGv9I8xjtcPImNdTgzyOv6Kr0sCoziifwaOHgYDbFTzVZQR9KFyEaqk+V9zYWGi3L1MFvMmjw/Ra/5+7Y0eXk2yJhj0Fvv+9Ar0FyYnatQCieIPtAMK/w=
1404,"(58.0, 71.0)",{'State-gov'},"(4.0, 13.0)",{'Widowed'},"{'Other-service' ,'Tech-support'}",{'Unmarried'},{'White'},{'Female'},"(36.0, 45.0)","{'Poland' ,'United-States'}",{'<=50K'},EobLDRU1G80xwMqcOj18WRcu1pkTUJNiG+sPOsIzLUK6/AgyiW51UF/mPQhMcIn/8EtraU2jFyxof/EQud1ouvausy6X1Lr/v3zIX4cSwE9l+5SlAOs3jcCLTiolNPcC9RmLjFKdyPgffjT8hFEvymB6YxS+Dhqp9I3nIdoH2Pc=
1405,"(56.0, 65.0)",{'Self-emp-inc'},"(10.0, 13.0)",{'Widowed'},{'Exec-managerial'},{'Unmarried'},{'White'},{'Female'},"(50.0, 74.0)",{'United-States'},{'<=50K'},pYo4M+wWTe2RsX7RrhPZR9FNQ2hWVxGwGf7nBdq0doRUtLZcWcBFGMdohp2Q5bV+JbB4GrWGCpB4dFT0nx9lIxbSDdAiL068sDSPBfKR9VoaNDnwJQJfcEUDf6zM4ggCxOyDqsPRPKqBP/k5WQa9i9V7deD3f4jt1vZel7osfbI=
1406,"(56.0, 65.0)",{'Self-emp-inc'},"(10.0, 13.0)",{'Widowed'},{'Exec-managerial'},{'Unmarried'},{'White'},{'Female'},"(50.0, 74.0)",{'United-States'},{'<=50K'},ZnM0J5/g5uf1tDExXHHTZK7miODIApgN10WPdu/2uKBuAUp+E3SN7COECOl08YFdrnuNEBtlcPWhT+46ZwdMCWyB8HiWImhQC5pwBL1l4PA+KJNHQvweWZmdNhaKjwlDSdp5HdXno7qoGW4ZoPiXXPlgQqOBiSLWyGubzeqiGhY=
1407,"(56.0, 65.0)",{'Self-emp-inc'},"(10.0, 13.0)",{'Widowed'},{'Exec-managerial'},{'Unmarried'},{'White'},{'Female'},"(50.0, 74.0)",{'United-States'},{'<=50K'},ND1U0FIkhfq9Qyw+Nx5bt8ADAW7VBMbytiiVog1Id+jSAFSI+Fj/jKmRXBfbY9jhCoeI1Hdjoe660qGkmOn+9DCeKxA3rYxxmqjvxKj5VS8v6N6iqfsrTNGkk/W5ud3+KcxxWiEfi9GSmhs0VN9foLire1rVOO6qbGDnDjB5VPw=
1408,"(56.0, 65.0)",{'Self-emp-inc'},"(10.0, 13.0)",{'Widowed'},{'Exec-managerial'},{'Unmarried'},{'White'},{'Female'},"(50.0, 74.0)",{'United-States'},{'<=50K'},QNcoTP/YOgRC/KomJrkCUMz/WJxfixTcVTKICq83Xu4nN9xvvDgUUslBNeNDo1mdybKB+2cO7kzNPGYCeUI9jUsbxRQzkVcugDKtAwDThBw5dhX7XeClrEMH/EqBkz9lNQ1K4lAeYiybyx5FFGed6jI7txiUJfXI2JUcxdAnJyM=
1409,"(56.0, 65.0)",{'Self-emp-inc'},"(10.0, 13.0)",{'Widowed'},{'Exec-managerial'},{'Unmarried'},{'White'},{'Female'},"(50.0, 74.0)",{'United-States'},{'<=50K'},DgIIAcjoHOi+jqEjzQIsKzKz795Tp9X6HIj73ll+F7OBJQRh/2TYC1CKaHJ2CfVsOU/pgyxHxr0a4YJwXZZ3ZecLw8eGjfQQJiJJPLxXN/bQIKqw5Tro8Ody7BGH/+TRTrLLcUZNwvQNTNX2fPO+zu7aFBWKVy4Dz7ms5SzDImw=
1410,"(56.0, 65.0)",{'Self-emp-inc'},"(10.0, 13.0)",{'Widowed'},{'Exec-managerial'},{'Unmarried'},{'White'},{'Female'},"(50.0, 74.0)",{'United-States'},{'>50K'},oIzL6vlNgmWKKmLwPmfmPy+tLd2Kb7ZFu7RdGWHp/p4progKLSF+PJ/zqOKAu2fTqTDpwDQTBfSmmVq9ivOrJ6aBEfuFeVCoMzM8MYlupswITDhdqqZ0sRB/25DPD0q0vsJNCj9+Ow/9IytOB6Aw9sF09tzZsJviLuc0xOliwc0=
1411,"(50.0, 70.0)",{'?'},"(9.0, 14.0)",{'Widowed'},{'?'},{'Unmarried'},{'White'},{'Female'},"(15.0, 20.0)","{'Puerto-Rico' ,'United-States'}",{'<=50K'},h8+UIxNc0tn2qyxuK62/nlGP9HnK+7vFCkmaCM28wWhZQLvFL0jIytFLX/vFW/uj3jVnY+dwg2au+DtJORpmS/mIGTijv8xn2tTGIXyUbiNQn2qLYa5/Eeyp2ucZKfsdh0qXs5QSxbgRtWQVFRPLzQoAFsLXy8WEXwf09lo4QDk=
1412,"(50.0, 70.0)",{'?'},"(9.0, 14.0)",{'Widowed'},{'?'},{'Unmarried'},{'White'},{'Female'},"(15.0, 20.0)","{'Puerto-Rico' ,'United-States'}",{'<=50K'},ZF/QweqqIT3Gapf6Yu/yULv4vbJmkwsoQgnByJm5Qb5q+F/zOJYIQ9G6IUVse8t/BTZ9pkN+VV/7vlgMS67EvrGzzXz+l/L0c4wpRSwFuAL9RVBLkUa0kAOfVUmAZXOsYTysmKEcM1/rRG7D9xllrzd8YXTD5Dh6KY7upYAiyt4=
1413,"(50.0, 70.0)",{'?'},"(9.0, 14.0)",{'Widowed'},{'?'},{'Unmarried'},{'White'},{'Female'},"(15.0, 20.0)","{'Puerto-Rico' ,'United-States'}",{'<=50K'},BB/4Kn1nI3UIf8hmPtQjuuLPZiwZsym3C/6pgo37E6nS97YQyousQiE9G+8JshjvIUKECBaWGp5yB9rW88DlQxXhWX8Hr4sFkMBoEiTe45/+jmyZoH9mXYCYrM1W4VzTo4KQOfU513LYI0b3BWVae9xhQ5gJ4BThiFk4g3KYyr4=
1414,"(50.0, 70.0)",{'?'},"(9.0, 14.0)",{'Widowed'},{'?'},{'Unmarried'},{'White'},{'Female'},"(15.0, 20.0)","{'Puerto-Rico' ,'United-States'}",{'<=50K'},KjX4iTqhM63uDh6C9X8UVsDRgXCAtAYhmpheE8k9ZV3GhxkEXFwuzrHCeB1fSS4i2jsRsiNqwUzHsEMUzEM9bxsBJ4ixUSVuPdMRWGlfeQfP6D4596sAUIlEvDoWxHg7Db8dTe8VO89p6XAajNKyeqMXFnKghavXlatn9YTsdFU=
1415,"(50.0, 70.0)",{'?'},"(9.0, 14.0)",{'Widowed'},{'?'},{'Unmarried'},{'White'},{'Female'},"(15.0, 20.0)","{'Puerto-Rico' ,'United-States'}",{'<=50K'},AQBlDorCV0GGDAN4RpJ8BVFvN8P7amB96nsl2bcI/IUkDxk4yBRVXoyAGyQFdoUMsRmTLYbswus6jDHGwkoYtdRMNRU9H4f/Oj6jCwZGq0cEbTsZKfR8LwO5V4wbXuwIagGGkKafHyO25Lf4SsYCztKKH+O0Raaoo6IivuVGE+o=
1416,"(50.0, 70.0)",{'?'},"(9.0, 14.0)",{'Widowed'},{'?'},{'Unmarried'},{'White'},{'Female'},"(15.0, 20.0)","{'Puerto-Rico' ,'United-States'}",{'<=50K'},lq2sEoWML6wINTt5k0CPMG5FYOIPD8qjnwzYt9d42sttZUXvTynHboRXAVFHGrBRgMt1/pK8QPSUtkadgyuV9ETjoic7JNl/NH/8YtpaXYVGk4Ez9b5bHZZUiIx/e3wkztjGFXQDMjmchPKd08FCF3otduwovEy6ouZlFmbgA50=
1417,"(54.0, 68.0)",{'?'},"(9.0, 14.0)",{'Widowed'},{'?'},{'Unmarried'},{'White'},{'Female'},"(32.0, 36.0)","{'Puerto-Rico' ,'United-States'}",{'<=50K'},aGDtTOIYRHYIBgPGLFVltXgYTD9FjnEHroie4G2tdjGzNzHVvDNM7k5jFjFlQk8JRrjjbORNyQ9UPmRRDP89rnsWuJy+JRltCsUacUOVkdcnpUH0sqX2v4GFAHk/zlZHn/AHC8OHNJnW5S2pES1Ji2c20nUHDYwh6Ulyy+7Brfo=
1418,"(54.0, 68.0)",{'?'},"(9.0, 14.0)",{'Widowed'},{'?'},{'Unmarried'},{'White'},{'Female'},"(32.0, 36.0)","{'Puerto-Rico' ,'United-States'}",{'<=50K'},NSS4x2E6+ya4PD99hnBjIMWELRmTbmiFcJmwvU4Ud9/5udkWFoLPdCWbeJr7h/UhDmsmk/UBSKgg/O/j/++wubjtiwzOXfbbznYkkr7Fecc29ZlxwwRiUmUhW/9ktKG7hAthzmlRbxOQtwOEW9gMi3rQTi3BfpTYhxApkGJLKg8=
1419,"(54.0, 68.0)",{'?'},"(9.0, 14.0)",{'Widowed'},{'?'},{'Unmarried'},{'White'},{'Female'},"(32.0, 36.0)","{'Puerto-Rico' ,'United-States'}",{'<=50K'},caE2d6HHxCz5voPfZ4P6XbHR+Hs2nWBa5H4VLjGAEE8q8j8nK1dawd92J9IVOL2pGxHuNccfSF1wEawdrRm+DyvfG0AP3vXHirYU1unTkce6EnG7QlMN7rBnw/fO1a+KY1sk6hq/7yEB2d8z18ino5egM92+av9NV0Ucrp9NPeQ=
1420,"(54.0, 68.0)",{'?'},"(9.0, 14.0)",{'Widowed'},{'?'},{'Unmarried'},{'White'},{'Female'},"(32.0, 36.0)","{'Puerto-Rico' ,'United-States'}",{'>50K'},fJs865SHrC5GH/KybI9hkR2RsKp+T1SYBlBuX9+rQHwTc5rxQZ2BYldZ6uwR9Mmx+QC8Ncab7Oy26oDAMMmiEz35cHZtUOiyhyXEXw0Wp8NGmNJsn/1K+/UJ1cA1N8SxiFIae5wCApTy87/IVQu7BIKzewVCcSM8JUwIt2CEhfE=
1421,"(54.0, 68.0)",{'?'},"(9.0, 14.0)",{'Widowed'},{'?'},{'Unmarried'},{'White'},{'Female'},"(32.0, 36.0)","{'Puerto-Rico' ,'United-States'}",{'<=50K'},OVu6m/BQAm9LXaR6a5g8b+YOjGET8TjEdE2FgRP0MEvKWV/s25L2LvTdDmFHu782dszXOL1NcPjzkSzTz0R4b6W2n7ubXpn2J24DOZX/Hg/AtqpSFiDh9zwz50end6bf7YnkUsghjkFwSdDEntzJwpBd/eiN/JZRjkSyb6g/J20=
1422,"(54.0, 68.0)",{'?'},"(9.0, 14.0)",{'Widowed'},{'?'},{'Unmarried'},{'White'},{'Female'},"(32.0, 36.0)","{'Puerto-Rico' ,'United-States'}",{'<=50K'},C1Rg1izpoSCE2xm6D4lkZjM0O+FifpEJnMJywMXLS7gehVDrFe3pNhwZ6eePVYsgCanFl2fzXEenVzOazeCiv0VJCw+jzdTaMQIvJBruJ9MkhPUnh0sK5y9ahNVvxz9kDN4Fuo1r87xA3rfmHsa337nI7XkI6QRKCyR4glBQHsE=
1423,"(64.0, 67.0)",{'?'},"(9.0, 14.0)",{'Widowed'},{'?'},{'Unmarried'},{'White'},{'Female'},"(38.0, 40.0)",{'United-States'},{'<=50K'},g6Fi68OwSQ4hIToZkzunet6bHEkKy/3DdetAy1md9EQzx8VgjwX3qv0gbqAKAOpZT3uLgFLW5PZpBej7Iw7gnmYl+2rWA9vwONgY9Oj6WxV8R+IuEPgR8Gp+Y96kaNa0OVcIaUIgmtuMOHXphbTHA04SYfLuTvFSE0wjWJLeq3s=
1424,"(64.0, 67.0)",{'?'},"(9.0, 14.0)",{'Widowed'},{'?'},{'Unmarried'},{'White'},{'Female'},"(38.0, 40.0)",{'United-States'},{'<=50K'},WbJq+GTSsPEM0KKEn/smfVd1c+BKeCaVOpqUHkFEkaE/yF79shdZ8b7U1/fE0Tsm7/g491Tz1xT5KTmiPHoZJsoTP4+8jr7xcB6BSBNr58kdQPb0gnYxFgY335OJomuMKiN2xaVhozpmS2cMT28tzvpB/S7kUNHXUHvzBOAAdX4=
1425,"(64.0, 67.0)",{'?'},"(9.0, 14.0)",{'Widowed'},{'?'},{'Unmarried'},{'White'},{'Female'},"(38.0, 40.0)",{'United-States'},{'>50K'},WUPU+FbxfB0K6ISQ0bs2oPkzoDYt8tTL5vTu6Afu1kB/vnRS2Vw4e3rGLWduL2rRpzTW6cKtbDnmiFf26b45/sJ5FU3WHsxpuWIpXC9FS2FGXAuQTojsZzlslB4wYK5C+kNi0t/0zwvZBrjZZS/uUpE65WKEHq3fVpwwXLC8ZwU=
1426,"(64.0, 67.0)",{'?'},"(9.0, 14.0)",{'Widowed'},{'?'},{'Unmarried'},{'White'},{'Female'},"(38.0, 40.0)",{'United-States'},{'<=50K'},qr2wOitLSKWM4ZeUAVU77robyGoMjI1OrNIknQ37jdPY3sCh+XVIWY1oA4zCnnPZGoXuOVD3milMb2BdK0UUazFiKCf6ObE0gtc7ZeGVI8mfpO60lDhNWRVsSvjFVe81otXBgI3GjlFkJXZff1/zjabJne89FlE38tjwy4Oc9Vs=
1427,"(64.0, 67.0)",{'?'},"(9.0, 14.0)",{'Widowed'},{'?'},{'Unmarried'},{'White'},{'Female'},"(38.0, 40.0)",{'United-States'},{'<=50K'},smMuN7L2LUBrX9T87I27irT/Rg53YAmakXiEH5CLguhQlmZMuQF22pSQ0DydglXMF2ZK4Ig/VjKq8FBvGP2otDeeSnaODPi/I1acMgD/gpadRyIClE4UrdP/Vf6KY94Q6AxZqFFs+EQsJTc8Ee1ZSU6qZ+x2EaS46y2HDcEFLog=
1428,"(64.0, 67.0)",{'?'},"(9.0, 14.0)",{'Widowed'},{'?'},{'Unmarried'},{'White'},{'Female'},"(38.0, 40.0)",{'United-States'},{'<=50K'},oagfB1pzmqauIp7bguPvqnZzHF6iahjGY+49KQ1gwJ6jFm/UjcX/MDqd6ACfwVsBkRSDwZx482uDmTLXy2GqFqISpAFjR0SdvY6c1Z0ZLNUkuO+u4/FinnOrqwgqqL+W3ak/l4uDu+6WjjtVwPAEEIhYfuUSq3vC+f/HtdOEy9c=
1429,"(52.0, 57.0)",{'Private'},"(6.0, 12.0)",{'Widowed'},{'Adm-clerical'},{'Unmarried'},{'Black'},{'Female'},"(27.0, 36.0)",{'United-States'},{'<=50K'},nLS3wHjHIGb/Tm4RI27M80ANE7k7UoFxgqWmSEDremePHZY8EZN0fDStRpDNX2jaKh8CQ+cLxkC3LWIfi2g7GH1to2te9+xkeZBzDXwTqwCUkzDhT40PheAMtndZDPf1F0IldyVAmUcsnnPJNVcVFz00Q7y3Rs/kivTynlytr34=
1430,"(52.0, 57.0)",{'Private'},"(6.0, 12.0)",{'Widowed'},{'Adm-clerical'},{'Unmarried'},{'Black'},{'Female'},"(27.0, 36.0)",{'United-States'},{'<=50K'},JaMqh7Qzw6AYLpU1vJ82gsvWl3Uo4YFVT1kAbFCnWki4sUvcf87iA4WxMaWKk/GE1UJnAuHPfGKjAJasC3io8Qa6o8w/SzS2cjUKOuds6pN5RvAoVnGRcTYy3IUk6lCXNcmvRJsTLmAu7RuOo6cHAvthRxMldKjNDYjJ4Wb3HKA=
1431,"(52.0, 57.0)",{'Private'},"(6.0, 12.0)",{'Widowed'},{'Adm-clerical'},{'Unmarried'},{'Black'},{'Female'},"(27.0, 36.0)",{'United-States'},{'<=50K'},KrTyQGcBLku/DXEtAMMLxYXpRodg20M/ewTodbkvtBhNEVvRNhSk7vckghaEJfsg1A2ACVN8wONtw962pKlizXNQ9DR/RpGtimzzPATe3yubRyLjSdXKBdBu9BXXRJIEvuhYmcJL+hdD8WwR3OLl+hcllvd1rp40IT/kP7wWH38=
1432,"(52.0, 57.0)",{'Private'},"(6.0, 12.0)",{'Widowed'},{'Adm-clerical'},{'Unmarried'},{'Black'},{'Female'},"(27.0, 36.0)",{'United-States'},{'>50K'},M7/7RFgALyWFZwcYhgI28GB8YB3aQWkbOc6Fdvu5iUcZBAzIfp61tWZVGK5BCr1ibX4GnKVtHlTq4h69fYyFCMorg0JHxvnnjMSVEm6o6yxmMeoO/ubRRUS9g2ox5gozOcUtmkK494XJG7LiuccdJ69SfWrLqodKFKsQ3SyP8OU=
1433,"(52.0, 57.0)",{'Private'},"(6.0, 12.0)",{'Widowed'},{'Adm-clerical'},{'Unmarried'},{'Black'},{'Female'},"(27.0, 36.0)",{'United-States'},{'>50K'},V5C/PuZecjGr/ELDE/UVZjkzVC5dqIwAUPFeG0YuRP2KW2o40ZBkJ7W1bx+LqngbF2ud+MpuyFq8v8VXbV9W4rozqK2AlPvNegx3xI2i0oGhE2M50AHRMxr+f0VwvAhpIYDhGBIYKdaHI1b5m6FtKs/IOZqiHq/LVrc3i/EM3To=
1434,"(52.0, 57.0)",{'Private'},"(6.0, 12.0)",{'Widowed'},{'Adm-clerical'},{'Unmarried'},{'Black'},{'Female'},"(27.0, 36.0)",{'United-States'},{'<=50K'},BMA6uvsqSh6DNOXtzGZlNLr8H4odthOxF470hK/VUePR5GpgrsR3uT57+tNX1iGMEjx9UnRVKipQzmPavd4iNWdHrZcy+ALX8Ug3iJdtRMZ3shvTnLjQSml/9m9T7NgE1uL/8iunpFTkojaDfD91CWN4YDwJFaefpcQiOQxOg9s=
1435,"(65.0, 72.0)",{'Private'},"(9.0, 10.0)",{'Widowed'},{'Adm-clerical'},{'Unmarried'},{'Black'},{'Female'},"(17.0, 36.0)",{'United-States'},{'<=50K'},MVGNKKxI8f29McV1yN3ISV2GofVMPKfH6Tv6vpth8ISDut/z49R85ac1OeCsD3fF6z8CR71mBlP8i0ubQqBH+Al3qHhBB7VgG4tBv2DL6Meq9cPQSwQMTs6vKo/fDjq75/Ms+agyFvvpgc8E+zkApU1Qche1ZmeRbwxFMNV6pjs=
1436,"(65.0, 72.0)",{'Private'},"(9.0, 10.0)",{'Widowed'},{'Adm-clerical'},{'Unmarried'},{'Black'},{'Female'},"(17.0, 36.0)",{'United-States'},{'>50K'},X/X/j2k5OhC8vH2bWZBApUVDaxb5LJjmpH7L2aNhtVq3mSjO+bFISTxmnF9YjY+RrHSs5grz2Yf9hW2wPR2Z8MBJ7PTT1AedsUKaJLc/GlfTPKzBxGqIk2xPTc6eHRUTqtbTiKzxi3awPtHjj94ib17OLcgOHqSz5cQreaaSHP8=
1437,"(65.0, 72.0)",{'Private'},"(9.0, 10.0)",{'Widowed'},{'Adm-clerical'},{'Unmarried'},{'Black'},{'Female'},"(17.0, 36.0)",{'United-States'},{'<=50K'},VmBPjQW9vz5o7zESOsMWkMhPd4a3rnqLm+in3k4eFEceCVTaMsl6LorNqu4Fxr/Mno16xbhI78b35gmLE/U6wiVglfsKVjo9SqbWULOzSrFYYjyHW18KqYDxroxJb4zJ/ERSujuSRT+CThYoz7uLKxlpC9AJfOT3QOCKVvPSN+c=
1438,"(65.0, 72.0)",{'Private'},"(9.0, 10.0)",{'Widowed'},{'Adm-clerical'},{'Unmarried'},{'Black'},{'Female'},"(17.0, 36.0)",{'United-States'},{'<=50K'},Jpl1wjpzu0vL4oPyPJx6bdHVq7Zlz5WrO4JPdGAoLqw8ebAU9rP2efP932OvbLpNwTkFO6m4U0ZnuhPQ1bqrAlT42YudlWQ9/w8tAjMGjypGCSuZLDTUKG0kXNriv3wGMCh/G23hW8P+qm8DtEfwX+ZHXtr7L9W/mgXF+CZ6DlA=
1439,"(65.0, 72.0)",{'Private'},"(9.0, 10.0)",{'Widowed'},{'Adm-clerical'},{'Unmarried'},{'Black'},{'Female'},"(17.0, 36.0)",{'United-States'},{'<=50K'},r1qJzK+8ZAq+3KMqbMnW44WVTLKpr1Ra0xuAlox0o4La8n9AB2yO3aRy5NotR/+yT/IbTfvqqHqCP1Jtm3gnSJD8NGBMFLsN2rlr5M3gTEHQQz/3ArK9oN08JfVLgMpgBwGifnW7/yDgMdOWOJOPEHTELloKmaHHJamC+Gzagek=
