,age,workclass,educational-num,marital-status,occupation,relationship,race,gender,hours-per-week,native-country,income,flag
4925,"(51.0, 74.0)","{'Local-gov', 'Private'}","(3.0, 13.0)",{'Divorced'},"{'Other-service', 'Exec-managerial', 'Sales'}",{'Not-in-family'},{'Asian-Pac-Islander'},{'Female'},"(27.0, 38.0)",{'United-States'},{'<=50K'},bitl71zxlerTnt+lCFqMMUmPQMzT50+azJyX2ZvJfatJFotWopv+b70SRX+SMugGHxGygZ7+PTUWtc5ty66oT/Y+FzjxKv/I7qHfSmkYBJUkLghhlIS52mgwuRVzePxIChCalxJgmXp6ubl7btqw44yGfe/cJBSflomOVvbyDB4=
4960,"(51.0, 74.0)","{'Local-gov', 'Private'}","(3.0, 13.0)",{'Divorced'},"{'Other-service', 'Exec-managerial', 'Sales'}",{'Not-in-family'},{'Asian-Pac-Islander'},{'Female'},"(27.0, 38.0)",{'United-States'},{'<=50K'},J0+B5CjqpAWCSREu04tqUWQxHyV2LcjQeqUEUM4BRgyNRK9MYfWlAIa+HKLwC87Rq00b7Uco5TISMcjEeHZA/5MNtiqgcyyIyZk8Nb9Fsu/SQqWpQcw/fnCs/VJni7P7n1Pbp+P29YOurfAu2GDOzhqWe0j8Yj5XBQ5yJHDRxEY=
2,"(50.0, 59.0)",{'Private'},"(7.0, 11.0)",{'Separated'},"{'Priv-house-serv', 'Adm-clerical'}",{'Not-in-family'},{'Black'},{'Female'},"(18.0, 43.0)",{'United-States'},{'<=50K'},lWRbIOcIS9skSXelQ9XvwPmnf1c9cTPx1vVbt+ZLOeSKZJsBiU+ID4b3FBucH04kQBY6K31PkwMsHTrX+3iM2UR65CTbKfkCTc239/xVfqvVCkXFWF32/I/IN3sc3cqRPsM766u0WrR/B0OwPgrseiY8Odk8cUDco5tACJu6Dfk=
1807,"(50.0, 59.0)",{'Private'},"(7.0, 11.0)",{'Separated'},"{'Priv-house-serv', 'Adm-clerical'}",{'Not-in-family'},{'Black'},{'Female'},"(18.0, 43.0)",{'United-States'},{'<=50K'},r/24cQr+2FR8TiuN6Zs2ec11Op+9nvvreKg5uAaCRS0jdM3pSXReKt5Eb6tbJtLBCCdBvf0lvSDPHRj7Yf+zfiSZBzyjnWcr2XZSvrIEDhI7TroqkLIiA4VT7VWMwCQF7M63LtO8WM00qQgXF2ux1fFdSlhtrxO6eykjy0oyJHQ=
2812,"(50.0, 59.0)",{'Private'},"(7.0, 11.0)",{'Separated'},"{'Priv-house-serv', 'Adm-clerical'}",{'Not-in-family'},{'Black'},{'Female'},"(18.0, 43.0)",{'United-States'},{'<=50K'},TT45IG/Ej5RaHcdpKF60ntvwgzUvKj+otEB9gowOynZCMMVF6wWYrGN4bQjMhvYo+k9tW3esQYrPtCiRoCO4o5fHvOhbuzcAXAWB0zwEgA+3KmMIdfGYuPlSe3BER4Yb5aZNh3iELU7dz9/BB+HqHdbQTQrW26ErF7l3Ny//wUU=
3623,"(50.0, 59.0)",{'Private'},"(7.0, 11.0)",{'Separated'},"{'Priv-house-serv', 'Adm-clerical'}",{'Not-in-family'},{'Black'},{'Female'},"(18.0, 43.0)",{'United-States'},{'<=50K'},sAjELbzwHr1a4vye3TEK4hRrn+gwrLpgtMmfNQk8vxOPl8iaIQhowFoE7mNCNPr8t71GnlzsZMVx9g3Kwj+JRrjt4qZbA/V7IRab8Zo7/t9yuGhQTDTQ5FusS6eioxuoIgUtiqpt/TcsZ3H4j0er0hLlql1ma1uLUQSHHC4XAOM=
5417,"(50.0, 59.0)",{'Private'},"(7.0, 11.0)",{'Separated'},"{'Priv-house-serv', 'Adm-clerical'}",{'Not-in-family'},{'Black'},{'Female'},"(18.0, 43.0)",{'United-States'},{'<=50K'},PIhAKRMPgO+FLAoNtmcjwkt/6+8XSIPrDIv6qVDlxaa5pmtCPc8ToAkvGvzMdqbZ1Eqtwe9iEFdje2/XbCxpZLG0weVD5o1RHI5iNmksw525DXoQx9cIPDsx5LJ48384GrSaQJImDJswLac7LyWuLRx9hxV+Us0hVH4WRmH4Iso=
5572,"(50.0, 59.0)",{'Private'},"(7.0, 11.0)",{'Separated'},"{'Priv-house-serv', 'Adm-clerical'}",{'Not-in-family'},{'Black'},{'Female'},"(18.0, 43.0)",{'United-States'},{'<=50K'},b+EIkvS4lKVrApssC4H4a16UfYs5o6OwxwlxSJkMH5SPbEsB+LvLdiWcMuwuO4GDBJPVM/S7rDtrUI2Pl/QURjS6x/Q6wVWFPrOejDvTtyv3op9Nq0oXzpVbWrrPwxyXjvmrnioAjZLuYLvwA8JjTxn4v7P17Sp8zVOTSpeqFkY=
67,"(54.0, 65.0)","{'?', 'Private'}","(4.0, 14.0)",{'Separated'},"{'Other-service', '?', 'Priv-house-serv', 'Prof-specialty'}",{'Not-in-family'},"{'Other', 'Black'}",{'Female'},"(25.0, 44.0)","{'Jamaica', 'Mexico'}",{'<=50K'},GxGf5hcto8BosETPwVBH8h8aN9vJ7irpAUpoj6sCvqGsH5SN92Fixml7eZWOfrt/sQJWKDbmTiD2MK82YDP7NaTy2QEAjCuP5JPzmFd0/LK32bzmlRmbsmBbg6DOjZjr5/BEUwuHhuhqbEglMYAtkBHEN0jGMudOdzhuuZbxTdU=
606,"(54.0, 65.0)","{'?', 'Private'}","(4.0, 14.0)",{'Separated'},"{'Other-service', '?', 'Priv-house-serv', 'Prof-specialty'}",{'Not-in-family'},"{'Other', 'Black'}",{'Female'},"(25.0, 44.0)","{'Jamaica', 'Mexico'}",{'<=50K'},nsfs1yPniynVcwTguVd5JmS1ZQuA7R2k8e8sMq70OK5dC3WkYDtfyo0kaxrMySeQvFa2ol3k+F+7UZZByGNmoBz/XvxsWz9K7+dNFrH1IhofFWf/Mkp7bQiHt0B7DY2oy/WQRQFS5W/moA2px68Wufd+/Y1eaY2lxQwnJIV9u/I=
716,"(54.0, 65.0)","{'?', 'Private'}","(4.0, 14.0)",{'Separated'},"{'Other-service', '?', 'Priv-house-serv', 'Prof-specialty'}",{'Not-in-family'},"{'Other', 'Black'}",{'Female'},"(25.0, 44.0)","{'Jamaica', 'Mexico'}",{'<=50K'},KMdOXYag2ksBDRYiuEfFUKM7s4c/v1w6UwTV/sEpdeZxEQMtEhmoPSNE51ejQMv9xA9ROFqkl/8gOvyHlkKdTFY7dU6kkAU9jXfVGFjFLwT1lgyocXYQObjPWVLM4RCEMEesRoR3xOcevY6f+9UnkoW4M2ZyL3nzrg/URlFEdDQ=
1754,"(54.0, 65.0)","{'?', 'Private'}","(4.0, 14.0)",{'Separated'},"{'Other-service', '?', 'Priv-house-serv', 'Prof-specialty'}",{'Not-in-family'},"{'Other', 'Black'}",{'Female'},"(25.0, 44.0)","{'Jamaica', 'Mexico'}",{'<=50K'},h2Rkx6cN0djKG3nMVJM878LNkmHiubFhTeW4zretcMHg+yN1XptC260iNM0AM6f+u2yROjcBz/B9JholtZWrq6WV5kE1j3EwUzOFGb7HrWWT5Abn9kiod3nyizZhnEYAMWE87sKQI3TDadnp4Ai6l0xqErUU4L8++/WHUp26jKE=
4208,"(54.0, 65.0)","{'?', 'Private'}","(4.0, 14.0)",{'Separated'},"{'Other-service', '?', 'Priv-house-serv', 'Prof-specialty'}",{'Not-in-family'},"{'Other', 'Black'}",{'Female'},"(25.0, 44.0)","{'Jamaica', 'Mexico'}",{'>50K'},Qp3Fhvse56K0wBi8idQ/BPhLK84Xs/OUsdKqbwMiWHsQhpClh4fgKLNMwAjbPC+z05+4z2n1DEkqEGOSXYkCJQ1GruEHdamZp2cUJ6JqQfUiOsJL68SbSvm3H3DzjwQx2xkyp9sT4rlFWjHhDRyeQ89CI0qNlcxpKHyNW3JvUs4=
7138,"(54.0, 65.0)","{'?', 'Private'}","(4.0, 14.0)",{'Separated'},"{'Other-service', '?', 'Priv-house-serv', 'Prof-specialty'}",{'Not-in-family'},"{'Other', 'Black'}",{'Female'},"(25.0, 44.0)","{'Jamaica', 'Mexico'}",{'<=50K'},m7Md7lEd7Un7Gh3u4jKCGYSQ11HmRqEe7H29F11gxkLIhl+EfF8b1en9WZx+x2ddqxB03sTyqeIee7nstndWjZURiusXuK4IytmKsosgdyfLNHePqOTH6io3B2OtOFLG/6plAxOf9/Qa8cMfZOAdAq1AcUCOR8kujkhCqYQghWI=
8896,"(54.0, 65.0)","{'?', 'Private'}","(4.0, 14.0)",{'Separated'},"{'Other-service', '?', 'Priv-house-serv', 'Prof-specialty'}",{'Not-in-family'},"{'Other', 'Black'}",{'Female'},"(25.0, 44.0)","{'Jamaica', 'Mexico'}",{'>50K'},sVhxJghO+v3VKYtG+cCh9yn/PJ0RErb/6xoVmDnMaxnp9+Ibtiwmc9zAiVbFjWbyn3s1GUsw2fpxV9+RvxtdHj1oJ1LqXccojc4Z5NHTVt5cRoNNcnoeUEBfOrQogOvw1JnNFrIipPQCkCA1rc9BfVocplyp9742Hkspdf3EkPI=
485,"(58.0, 63.0)",{'Private'},"(4.0, 13.0)",{'Separated'},{'Other-service'},{'Not-in-family'},{'White'},{'Female'},"(22.0, 37.0)",{'United-States'},{'<=50K'},HRJ3LslWpmx0Ebmj8VHqXA3tmm3L3sKKwgejVhxEwd/Way0LYrn5SVsS5rDYzXWAMHzIO0Ks2sO/4qclhOmqu1cFp4dJPibmQZru3sN+FiBi5VADGJoo7zYxu/l0eopSy90fTNfFwgSESBXUVOv9bH0ak625QbylrgYBmBh2rb4=
1080,"(58.0, 63.0)",{'Private'},"(4.0, 13.0)",{'Separated'},{'Other-service'},{'Not-in-family'},{'White'},{'Female'},"(22.0, 37.0)",{'United-States'},{'<=50K'},YKOxoP9CVtlWrg61XGl1bBqg0KTPsOJgmxxRW1b1xbz8CODjpYOg0X2JhhjBXAlPmO/U0+YMih2WDX4Ran76t7fpQubxv/fQKLTzZsbwg8lqllZLxgRA3teJJEzz1snf806EAl6DgxoFIKnw6X7YGD12qC8Nox2m5MKS2LfY//Y=
5238,"(58.0, 63.0)",{'Private'},"(4.0, 13.0)",{'Separated'},{'Other-service'},{'Not-in-family'},{'White'},{'Female'},"(22.0, 37.0)",{'United-States'},{'<=50K'},kmzsgLg6kCz1+iUxkcoxFrY+72Gtc/8e22Lc+cCtCGO78ohMlUGcctYY8826XbYeuAIe9IwcrksoMQ6gC8I3Wk8JbePjFcss2rVDnB/Eif1FQgeOwiYPd04TNCpXh8WRInz+HmEfpTEkxK/QGctFOF6iQrYT0hb1T68Apvgdkiw=
5367,"(58.0, 63.0)",{'Private'},"(4.0, 13.0)",{'Separated'},{'Other-service'},{'Not-in-family'},{'White'},{'Female'},"(22.0, 37.0)",{'United-States'},{'<=50K'},rB0caF4moBvPp/uRwg5RwRJFmN6cEw/n6Pexx5Zxc95vVw3g1kGest0hf8C7cdlTvhVNoxji7p5ysPJU094bNSLkpYb4Q0raHMlX7ibghzLFMyryO45iWUqQdEx0at/cZvKMHZjGvVYivjiT5cul24T21mN94rP9GyJfowfwA0Y=
5401,"(58.0, 63.0)",{'Private'},"(4.0, 13.0)",{'Separated'},{'Other-service'},{'Not-in-family'},{'White'},{'Female'},"(22.0, 37.0)",{'United-States'},{'<=50K'},bQzFT8VaZg/YpfXUdH3p1tf9PwnnO9p8FgdfoEl7kpdbxJX/xtYSfOQkGEzDfMjKFOyWkt5w3OMCytSapNNO1G/EifMsTCpxwhba0N83YseA9L0AB/9AhXatyX0/cEsNDjdoLNH4DG4qOMQ1YFMtOsERww5DgdgU+bH8cA402jk=
150,"(58.0, 63.0)",{'Private'},"(4.0, 13.0)",{'Separated'},{'Other-service'},{'Not-in-family'},{'White'},{'Female'},"(22.0, 37.0)",{'United-States'},{'<=50K'},JlOdrWF7qrQ+t7jUrtUGTJ8LCa3YNIjjMpb/H0Rwpm7X/IYUjc6ZcgolvUrA5ACxzaELNPV+WhVyPYFeTMNNvvhtVXWtsv4yBtCkF/70ULFk63EdOalXbveEi5f+GsBcFVfTF18pRBmvhuGC944tsuwbmSgCLQvYvoVleKoeQ+o=
414,"(50.0, 55.0)",{'Private'},"(9.0, 10.0)",{'Separated'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(40.0, 45.0)",{'United-States'},{'<=50K'},LtaibQluK2zyhlTgYLqAy6lLtBxgen3ugGDEAdj9DaGAXSeaPvYNwNvnN8gn+vMvrGycI3/4h9wUNur+Xr6sS1cTMMpfViCcGaAXUO7hUVTKQpnaTYW/SjRIHP59PO42HYTx/pDPngVYCdvQCLiZIvqw9ECUoAYW6RmJX+8rkT8=
440,"(50.0, 55.0)",{'Private'},"(9.0, 10.0)",{'Separated'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(40.0, 45.0)",{'United-States'},{'>50K'},QfRR4/ATZG/iPuudLdOB+kDqkEjeMBwoBqznSr1RWTkx1D4a2B/mTfkwsUOsr+0y7R6TrQlXgto57qYBOPKsnWOPUwr+oBGybVSTrjO6QGoq4WBldcwuCjq35/+dDUdzBZYy4jX6ikmD26G0TAgr8xdvP/njS0vkruNHfh6bh1o=
1356,"(50.0, 55.0)",{'Private'},"(9.0, 10.0)",{'Separated'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(40.0, 45.0)",{'United-States'},{'>50K'},qEfgVILt/z+CvMuG/6zryfZkLctcQs0AO9zEEoSu+kEI41CZW+uQn3wVjJVUmP0W85Dc3CwGwD01baApoc8Mk6NjPBlrF6myITZjOHAwumksP9jd//mdE4gVWGxhpE0KYtDS2dslr22iLuVxboDSzYUF5CukDL1woSOsFeVyUUQ=
3048,"(50.0, 55.0)",{'Private'},"(9.0, 10.0)",{'Separated'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(40.0, 45.0)",{'United-States'},{'<=50K'},FvCg9ZfXWVpmveBLqEvCqmVE9vi5tbHOksJmL8OgJncQjo7upbqbZbWQYFNb4nln9IDRcX5gUSCWcQdMEEH7kNWWgedh44vHYMwzPFPULOkPtadiPbgFGI09oZNyUoZ2cH86UgIbx+1VYmZUWhfEs4+WWsDxHoFHCzL+dyyGzGg=
4091,"(50.0, 55.0)",{'Private'},"(9.0, 10.0)",{'Separated'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(40.0, 45.0)",{'United-States'},{'<=50K'},f9kBmUdXeFJaGxxlD5xd0pfMlKC8mmw49KG7O7t02pAscsssSI7uxBH5Fn8YuaIDbLipe8pPmG8RRgbugIlnqIegu/yv8VDEp65iet+NHjTzjOBpVtpSvueuN8EuUDcaxLv73XVLspuKn+baNiv4BsYindwFKVnGPsFeC/jj/ps=
4388,"(50.0, 55.0)",{'Private'},"(9.0, 10.0)",{'Separated'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(40.0, 45.0)",{'United-States'},{'<=50K'},LQ4H7Ap28MBzNoRu4IU4x48NQ8m8K4bdp39OO94GMYFPuFrzesN1SqDw6UhKia8nBKQZ9IT3nlbOXjHaTdl2bp/QKIWF+tr/NseyKsPofk91KbyYXchgjk0JzCsuvjLsyQLqlcDOiabIaFxsAckpgxeRnFB0x/eJl85mnQBwjUE=
400,"(58.0, 62.0)",{'Private'},"(9.0, 13.0)",{'Separated'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(39.0, 40.0)",{'United-States'},{'<=50K'},Hg5v9OcQ8q73yMTvgmWUq1dMvBc5y6UEPmhjpoNFBHLeerDPPgoV/Ka1ZkOxoejjVRYen8cb5ooAfzEyl3A6NLUjtz9GFllyGC4yZw/Bn2GgnlYNFC5ymM/130LqPN1XntCCo0H9DoYPgXfSJmA842w8pcTXCUEjWr46+jmG9H4=
1066,"(58.0, 62.0)",{'Private'},"(9.0, 13.0)",{'Separated'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(39.0, 40.0)",{'United-States'},{'<=50K'},MLFjR4vqZMkWQ33bwlxcfc4hIiLGY+1Ng3Ip/k3JhPV21eFidhQPeN/HqGbsJ5McPfjmkTIPPrXbtG1WHJkyy+kFCD/6RaX3J/A2XPKHnvUDGV5QL4Uc/nag6ARkk+DgdkIsARc+wwIE+akYghvF79CRMlcpAHlBJKYHk6RpFqA=
4561,"(58.0, 62.0)",{'Private'},"(9.0, 13.0)",{'Separated'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(39.0, 40.0)",{'United-States'},{'<=50K'},QwYRdgcXGsgkCvT+FbtXLc0MPLtPoKhwtb+PGW9djqaJhu+TidoQEW3z65iAYu7Xjfo2TX6PvmFlxZFT/zhhjvqck0mvJgxvsZc/VrrV5SvpfY7nI8IvEaltDpeH8xsASuLK1r0stdY4csuMXGTiA2QutGgrcwlpdrLOtxXaDfQ=
5064,"(58.0, 62.0)",{'Private'},"(9.0, 13.0)",{'Separated'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(39.0, 40.0)",{'United-States'},{'<=50K'},Kw6QGmi/E/hSYa01p56PIiMI12Sn/mTcQyJKe2pwiGQY2Hrqz82z/9Q+EJWTfZSZupVTn0iWBgTOYpf+rfLwHGWdqSp7xe0ftzdA3oIzHDJ7GC2lP/LZG4Y+kBsLNCnGrQTwFM3Va6UPDSn+8LsifdG1ZNhW9PqZVGddq/UBjEs=
5222,"(58.0, 62.0)",{'Private'},"(9.0, 13.0)",{'Separated'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(39.0, 40.0)",{'United-States'},{'<=50K'},X+m3F7Uc+Uipf6DZyDSGMkpnBzt1w/Q9kzCJsbgp0Ili7/AYuekj/ij1ayLR43QyHwn/pMR+Y2JNYE21t7ZwhU64rRxJp7EMNJahbMMVqF7Cj1FuloqKxIq9eOdk8EOr7UoyrqGdEtUtfb5AgPFT2bUtmCUJkt+xqpiMcf/7fZM=
10375,"(58.0, 62.0)",{'Private'},"(9.0, 13.0)",{'Separated'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(39.0, 40.0)",{'United-States'},{'>50K'},qtB5tcy4QcuWLgGCaLlXQqSe4l3lLInAVlrXyBP90i7Cppltcg1xkTfQ4ESTQQonJK5ceU1PLMVaKWqbQELcIpLjGaugaL0hOTe6C+z8BzvJ5jDjijI0/132qESgmmVE9Iyiw/hEvkfQqdCnciMwuwyVJtXHW0YhcJbpYlXtqRw=
401,"(54.0, 62.0)",{'Private'},"(6.0, 16.0)",{'Separated'},"{'Tech-support', 'Prof-specialty', 'Protective-serv'}",{'Not-in-family'},{'White'},{'Female'},"(38.0, 40.0)",{'United-States'},{'<=50K'},Q3lzu/XXUPzDXh2wmYDQrMIoDBxjmIcxz4GdlYaoFb0qYHxWbvwwfYQRt8bKO8lgf8frDGvX942UI8FeSGwEveLwedS4o/aVce+xYln3DT+kc4tHE3aWJjNXpeNQF+Ss3c4f9oNrwC+dxC3rqwsBnFO/6lq+jBh5p6bI4BfiMWw=
446,"(54.0, 62.0)",{'Private'},"(6.0, 16.0)",{'Separated'},"{'Tech-support', 'Prof-specialty', 'Protective-serv'}",{'Not-in-family'},{'White'},{'Female'},"(38.0, 40.0)",{'United-States'},{'<=50K'},NKzog1XhGsSYSAjomrEcKL+STr9voiG2FCuAvGxM9dGTv9d8e7YF+olcPVc7m5C8fQOPtsyabSupINYfCzTktSHBklKvVUtLVi6n7dgweIffJomdm7oWSx4xfyRuNY0WNWr4FxLlGc6kMtv4Aon83Horf65DMuRUYVo+XuI4CVs=
528,"(54.0, 62.0)",{'Private'},"(6.0, 16.0)",{'Separated'},"{'Tech-support', 'Prof-specialty', 'Protective-serv'}",{'Not-in-family'},{'White'},{'Female'},"(38.0, 40.0)",{'United-States'},{'>50K'},rI62blEugBN9ZVVQKSvNyb0E5ML0JnVncdNRvzqekFf1HFRuwdeF9as9vrgef7FG3faIbfJB1SoI7maW/OG+NTDwa5judjtS7dlHv+2v1xfB/fyC0dGGv+HPdJ4WjO5Kb/9nBKVJ9MuHR4U+Y00YohiopP+31OUKVzqRGmBNr3w=
1693,"(54.0, 62.0)",{'Private'},"(6.0, 16.0)",{'Separated'},"{'Tech-support', 'Prof-specialty', 'Protective-serv'}",{'Not-in-family'},{'White'},{'Female'},"(38.0, 40.0)",{'United-States'},{'>50K'},k5AWgrDdCF3zhkxPINF5/VdFQxy/SAy/953VDnwX/I4aih10nKpZ6f0/q44KvSLWJQr+S5jpRq6xWVdlKyMCUp/5STWgHs4YJreJvQs9p4vCq6tmteIuIyRNv2SwzuOkgHSWbf1V1o3hO3p5PsKpDyCqyxziE+QDVaymt6JAZJg=
2110,"(54.0, 62.0)",{'Private'},"(6.0, 16.0)",{'Separated'},"{'Tech-support', 'Prof-specialty', 'Protective-serv'}",{'Not-in-family'},{'White'},{'Female'},"(38.0, 40.0)",{'United-States'},{'<=50K'},hQWpczwSK4Q6BP7GGnGBBWMmDSVrwc/DFHgj2SLi/Ml6MnPSvaNVypwfKje6DTboca8no5DcN5sAMRy5F+/6QOAezpm41wJXw3ALkx+pMfonECyw1ZDEgpwH0sYfi5vXPVF3PAaBwiF2q8VvhJNOxp5aKHosu4o2Chp9wZnwqb4=
2121,"(54.0, 62.0)",{'Private'},"(6.0, 16.0)",{'Separated'},"{'Tech-support', 'Prof-specialty', 'Protective-serv'}",{'Not-in-family'},{'White'},{'Female'},"(38.0, 40.0)",{'United-States'},{'<=50K'},hW5VJOT9WC4yjIlwgogMYKnSZyYkR8xLoNy+8h4h0n63Q82TMcOPMKH9ZkSa3YG9prXN4HcijCjhRSAN4FY/gzvbR8Mrf33jJwIA/ol/15XXUv6yE7O7olp/feM7SJK9QzEuTcm27xBkGWyJyGKzXkdtBTmfuWW+6vu8/ucprho=
492,"(50.0, 59.0)",{'Self-emp-not-inc'},"(6.0, 12.0)",{'Separated'},"{'Other-service', 'Prof-specialty', 'Exec-managerial'}",{'Not-in-family'},{'White'},{'Female'},"(22.0, 60.0)",{'United-States'},{'<=50K'},s7UbU/iK5QndxJXAisqvUWE2d/r+MokB8OylhmZcqnpZzPRiLhh8aGBLn2JZIxSQ61p/K8XFaRETgEYBzM4RS8A3D6Ra3vKS7zyPiEocsmvV/xjtmZRvGhN0EIWJ1T5l+U2qvaxyP52B721ImvzvaACBJS78qCcCSDZsdg7pemw=
1306,"(50.0, 59.0)",{'Self-emp-not-inc'},"(6.0, 12.0)",{'Separated'},"{'Other-service', 'Prof-specialty', 'Exec-managerial'}",{'Not-in-family'},{'White'},{'Female'},"(22.0, 60.0)",{'United-States'},{'>50K'},VSkkdnsAly89hOBbDH0UK1EXil4omNe6F5nsjPU6nx86cOEJl2qkw3rY3r7S6WH9ojH/gdykWWV8QMcXGe+N+PQgPhcvcI72E5u5GKGoljoTweGoPjiB0agSeaPWavbMeJaat7o5dSg5F6vlaVDvBtynWxuOp9F305kWCFHGUo0=
1529,"(50.0, 59.0)",{'Self-emp-not-inc'},"(6.0, 12.0)",{'Separated'},"{'Other-service', 'Prof-specialty', 'Exec-managerial'}",{'Not-in-family'},{'White'},{'Female'},"(22.0, 60.0)",{'United-States'},{'>50K'},kk3cvWQaRDzt1YoAR8XoAVnA2WYnvHGzGZayhN4MC5YdE1ooES3whhDWQULOH/jkAER3Hdfux74hxn0QW9evlY+U7GMEPia8HFht07pfaQXGANo+tRLjb5NemSB3+LWsx9Rs1M1npgtQHTOufFGll3TeRIQVZn0ltJoIuhLE6rc=
3191,"(50.0, 59.0)",{'Self-emp-not-inc'},"(6.0, 12.0)",{'Separated'},"{'Other-service', 'Prof-specialty', 'Exec-managerial'}",{'Not-in-family'},{'White'},{'Female'},"(22.0, 60.0)",{'United-States'},{'<=50K'},pqDxv61TeUk2EIM9ij3+/FZCd1VoctRrTq5t0ywNDfEGQlmasEFCxjO5X3RxHRteFpMssrRqQSnJFLxpDGlZYftqXu3leHaQ56hgyn4eoLdVAr9o3PrOfLE7XPA8IfnF2zwyU7HzPtmtTBpPv3tDhEEOmwbFNxwLuxuXFuJI8L4=
3354,"(50.0, 59.0)",{'Self-emp-not-inc'},"(6.0, 12.0)",{'Separated'},"{'Other-service', 'Prof-specialty', 'Exec-managerial'}",{'Not-in-family'},{'White'},{'Female'},"(22.0, 60.0)",{'United-States'},{'<=50K'},XUPd8MuUPa2gwWHKYgmiWPODcA6783Hviyeq3D70iIa7e1c303hriHjQDSThq9Fgb91HW3dzO0CwdZN8PlqnAb4ZtxEc3iReI2GWVoNyznNtsjU4QLphZDcEPXQuLRpZoOuzEFAOgoDppNKiQaAkxWWDoGqbAxoCeeUrxphNoPw=
4269,"(50.0, 59.0)",{'Self-emp-not-inc'},"(6.0, 12.0)",{'Separated'},"{'Other-service', 'Prof-specialty', 'Exec-managerial'}",{'Not-in-family'},{'White'},{'Female'},"(22.0, 60.0)",{'United-States'},{'<=50K'},PkXHZXB8/Ycdb4wsYN0M2m735IcsHlbRwoBbXQfRwn51lxwasGqfiiGRgiE4XxfKAOLxtjiVSJnh5nV5rzcNaKMNMjgcedu4DSKlmw6ceu9k3sHUecx/1PoapDlq5+Uf+osfOZMjc9OCKkDu4V6m5cG0whIXotUExEB6x2kvY7o=
7254,"(82.0,)",{'Self-emp-inc'},"(4.0,)",{'Widowed'},{'Exec-managerial'},{'Not-in-family'},{'White'},{'Female'},"(39.0, 40.0)",{'United-States'},{'<=50K'},B++TKFADjSJLuEkwTGffjDJ/32fLLdN6qVEN30WFtsVQ9rKeo3fjADekA2CdJ3YWwouFzTxxHZrkHIOBGTbJrnq2Lh/woWlgYt3oJSj1e5WzRXGsB5Zw/GudSZKc+zKvFkGxlkdY706gEOXJwCq5rba+1427QDcH263q+1vXHqY=
7432,"(82.0,)",{'Self-emp-inc'},"(4.0,)",{'Widowed'},{'Exec-managerial'},{'Not-in-family'},{'White'},{'Female'},"(39.0, 40.0)",{'United-States'},{'<=50K'},QJJWIv+sFQeoh0syH+ubRRhJUUAikIwGONo4+C+WOJYtLiLfgnr1dz6kgR/5xGwfiv7aXlIFQeVnayisIbr4udsvvIRjQ68zUFr2ZxA9RfNdC0J5Z0CHetM23jqJZEzn7GKQ/SesI9c6saHkzIreFY5FdZwkwCTMLF8wksWb71k=
7575,"(82.0,)",{'Self-emp-inc'},"(4.0,)",{'Widowed'},{'Exec-managerial'},{'Not-in-family'},{'White'},{'Female'},"(39.0, 40.0)",{'United-States'},{'<=50K'},Xi3RRz7SDG/fOQzF3pugaWJYcoJqH8GNgnjGhjneZYhUMEBcrBs+hSl+/qkzHHJ4z4fz9tQ6TS6B7SOV0iCo1XTrhCm5scwNxs6bLzwN+zcxHomj0fv1OLeW1ej0g9BbH/lQ+xiLi+LryxxyWLYq59fimYUJ78XhZ9zRXYtuc7Y=
8560,"(82.0,)",{'Self-emp-inc'},"(4.0,)",{'Widowed'},{'Exec-managerial'},{'Not-in-family'},{'White'},{'Female'},"(39.0, 40.0)",{'United-States'},{'<=50K'},XvNRZ8zUqyD7qw1xR24PqEtco0ep83ho6MBCTQqMQW2wh7lTe0jRQ1z0NUB3MI8bHMUc3keEkdzASbsgOfyXl7ivqCFku5sJj1golWqvlNgNXl/7G7WBLxLoKBiJd9cpL3a7kCUtjsO0p6rZD4U5aHPl5DGSIFUX766bgUHoVJQ=
79,"(82.0,)",{'Self-emp-inc'},"(4.0,)",{'Widowed'},{'Exec-managerial'},{'Not-in-family'},{'White'},{'Female'},"(39.0, 40.0)",{'United-States'},{'<=50K'},W+bwxAgr1q1tqvMdw7nSpl4ByMo3+m8s6aSJT4/hfp43jHNwkLZuGk3paXXa12pn2X41YlwgWdwwS691qPEaLuCN86LycEbo6akqlhNGr0Az9lHkLUF1Lg6SgUACvSIgfPaAS3jOZTZO7rA9b0mWt9cgiaHhFH4M77a75erbV8U=
