Unnamed: 0,age,workclass,educational-num,marital-status,occupation,relationship,race,gender,hours-per-week,native-country,income,flag
2350,"(51.0, 55.0)",{'Private'},"(9.0, 13.0)",{'Never-married'},"{'Adm-clerical' ,'Prof-specialty' ,'Sales'}",{'Own-child'},{'White'},{'Female'},"(38.0, 40.0)",{'United-States'},{'<=50K'},n
2355,"(57.0, 66.0)",{'Private'},"(6.0, 13.0)",{'Never-married'},"{'Adm-clerical' ,'Other-service'}",{'Own-child'},{'White'},{'Female'},"(38.0, 40.0)",{'United-States'},{'<=50K'},n
2356,"(57.0, 66.0)",{'Private'},"(6.0, 13.0)",{'Never-married'},"{'Adm-clerical' ,'Other-service'}",{'Own-child'},{'White'},{'Female'},"(38.0, 40.0)",{'United-States'},{'<=50K'},n
2361,"(56.0, 61.0)",{'State-gov'},"(9.0, 11.0)",{'Divorced'},{'Adm-clerical'},{'Own-child'},{'White'},{'Female'},"(35.0, 42.0)",{'United-States'},{'<=50K'},n
2367,"(55.0, 61.0)",{'Private'},"(6.0, 10.0)",{'Divorced'},"{'Machine-op-inspct' ,'Other-service'}",{'Own-child'},{'White'},{'Female'},"(35.0, 40.0)",{'United-States'},{'<=50K'},n
2368,"(55.0, 61.0)",{'Private'},"(6.0, 10.0)",{'Divorced'},"{'Machine-op-inspct' ,'Other-service'}",{'Own-child'},{'White'},{'Female'},"(35.0, 40.0)",{'United-States'},{'<=50K'},n
2374,"(52.0, 55.0)",{'Private'},"(9.0, 14.0)",{'Married-civ-spouse'},"{'Exec-managerial' ,'Other-service' ,'Prof-specialty' ,'Sales'}",{'Own-child'},{'White'},{'Female'},"(7.0, 40.0)",{'United-States'},{'<=50K'},n
2375,"(52.0, 55.0)",{'Private'},"(9.0, 14.0)",{'Married-civ-spouse'},"{'Exec-managerial' ,'Other-service' ,'Prof-specialty' ,'Sales'}",{'Own-child'},{'White'},{'Female'},"(7.0, 40.0)",{'United-States'},{'<=50K'},n
2380,"(52.0, 53.0)",{'Private'},"(9.0, 10.0)",{'Separated'},"{'Adm-clerical' ,'Other-service' ,'Sales'}",{'Own-child'},{'White'},{'Female'},"(38.0, 60.0)",{'United-States'},{'<=50K'},n
2386,"(58.0, 67.0)","{'Local-gov' ,'Private' ,'Self-emp-not-inc' ,'State-gov'}","(2.0, 14.0)","{'Never-married' ,'Separated' ,'Widowed'}","{'Adm-clerical' ,'Craft-repair' ,'Priv-house-serv' ,'Prof-specialty'}",{'Own-child'},{'Black'},{'Female'},"(13.0, 40.0)",{'United-States'},{'<=50K'},n
2387,"(58.0, 67.0)","{'Local-gov' ,'Private' ,'Self-emp-not-inc' ,'State-gov'}","(2.0, 14.0)","{'Never-married' ,'Separated' ,'Widowed'}","{'Adm-clerical' ,'Craft-repair' ,'Priv-house-serv' ,'Prof-specialty'}",{'Own-child'},{'Black'},{'Female'},"(13.0, 40.0)",{'United-States'},{'<=50K'},n
2392,"(54.0, 57.0)","{'?' ,'Local-gov' ,'Private' ,'Self-emp-not-inc'}","(9.0, 14.0)","{'Divorced' ,'Married-spouse-absent' ,'Never-married'}","{'?' ,'Exec-managerial' ,'Machine-op-inspct' ,'Other-service' ,'Sales'}",{'Own-child'},{'Asian-Pac-Islander'},{'Female'},"(38.0, 92.0)","{'?' ,'Philippines' ,'Thailand' ,'United-States'}",{'>50K'},n
2399,"(50.0, 56.0)",{'State-gov'},"(5.0, 13.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(38.0, 40.0)",{'United-States'},{'<=50K'},n
2400,"(57.0, 66.0)",{'Private'},"(6.0, 13.0)",{'Never-married'},"{'Adm-clerical' ,'Other-service'}",{'Own-child'},{'White'},{'Female'},"(38.0, 40.0)",{'United-States'},{'<=50K'},n
2401,"(51.0, 58.0)",{'Private'},"(6.0, 10.0)",{'Widowed'},{'Other-service'},{'Not-in-family'},{'White'},{'Female'},"(40.0, 59.0)",{'United-States'},{'<=50K'},n
2402,"(50.0, 52.0)",{'Private'},"(6.0, 10.0)",{'Divorced'},{'Sales'},{'Unmarried'},{'White'},{'Female'},"(40.0, 54.0)",{'United-States'},{'<=50K'},n
2403,"(50.0, 52.0)",{'Private'},"(9.0, 11.0)",{'Married-civ-spouse'},{'Adm-clerical'},{'Wife'},{'White'},{'Female'},"(39.0, 40.0)","{'Ecuador' ,'United-States'}",{'>50K'},n
2404,"(50.0, 58.0)",{'Self-emp-not-inc'},"(4.0, 14.0)",{'Divorced'},{'Exec-managerial'},{'Not-in-family'},{'White'},{'Female'},"(40.0, 65.0)","{'Hungary' ,'United-States'}",{'>50K'},n
2405,"(50.0, 74.0)",{'Self-emp-not-inc'},"(6.0, 14.0)",{'Married-civ-spouse'},"{'Other-service' ,'Prof-specialty'}",{'Wife'},{'White'},{'Female'},"(5.0, 22.0)",{'United-States'},{'<=50K'},n
2406,"(50.0, 52.0)",{'Private'},"(6.0, 13.0)",{'Divorced'},{'Sales'},{'Not-in-family'},{'White'},{'Female'},"(39.0, 40.0)",{'United-States'},{'<=50K'},n
2407,"(52.0, 64.0)",{'Private'},"(4.0, 11.0)",{'Widowed'},{'Machine-op-inspct'},{'Not-in-family'},{'Black'},{'Female'},"(20.0, 41.0)",{'United-States'},{'<=50K'},n
2408,"(50.0, 64.0)",{'Private'},"(3.0, 13.0)",{'Divorced'},{'Sales'},{'Other-relative'},{'White'},{'Female'},"(29.0, 38.0)","{'Italy' ,'United-States'}",{'<=50K'},n
2409,"(51.0, 55.0)",{'Private'},"(9.0, 14.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(40.0, 42.0)",{'United-States'},{'<=50K'},n
2410,"(50.0, 53.0)",{'Private'},"(9.0, 10.0)",{'Married-civ-spouse'},{'Other-service'},{'Wife'},{'White'},{'Female'},"(38.0, 40.0)","{'Italy' ,'United-States'}",{'<=50K'},n
2411,"(51.0, 53.0)",{'Private'},"(9.0, 14.0)",{'Divorced'},{'Adm-clerical'},{'Unmarried'},{'White'},{'Female'},"(40.0, 53.0)","{'?' ,'United-States'}",{'<=50K'},n
2412,"(57.0, 58.0)",{'Private'},"(9.0, 11.0)",{'Divorced'},{'Adm-clerical'},{'Unmarried'},{'White'},{'Female'},"(40.0, 45.0)",{'United-States'},{'<=50K'},n
2413,"(54.0, 62.0)",{'Private'},"(9.0, 10.0)",{'Married-civ-spouse'},{'Adm-clerical'},{'Wife'},{'White'},{'Female'},"(39.0, 40.0)","{'Mexico' ,'United-States'}",{'>50K'},n
2414,"(59.0, 60.0)",{'Private'},"(9.0, 10.0)",{'Divorced'},{'Adm-clerical'},{'Unmarried'},{'White'},{'Female'},"(38.0, 44.0)",{'United-States'},{'<=50K'},n
2415,"(51.0, 53.0)",{'Private'},"(9.0, 14.0)",{'Married-civ-spouse'},{'Exec-managerial'},{'Wife'},{'White'},{'Female'},"(55.0, 60.0)",{'United-States'},{'<=50K'},n
2416,"(51.0, 55.0)",{'Private'},"(9.0, 14.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(40.0, 42.0)",{'United-States'},{'<=50K'},n
2417,"(50.0, 55.0)",{'Private'},"(9.0, 10.0)",{'Separated'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(40.0, 45.0)",{'United-States'},{'<=50K'},n
2418,"(50.0, 65.0)",{'Private'},"(9.0, 14.0)",{'Married-civ-spouse'},{'Adm-clerical'},{'Other-relative'},{'White'},{'Female'},"(38.0, 40.0)",{'United-States'},{'<=50K'},n
2419,"(51.0, 53.0)",{'Private'},"(9.0, 14.0)",{'Divorced'},{'Adm-clerical'},{'Unmarried'},{'White'},{'Female'},"(40.0, 53.0)","{'?' ,'United-States'}",{'<=50K'},n
2420,"(54.0, 62.0)",{'Private'},"(9.0, 10.0)",{'Married-civ-spouse'},{'Adm-clerical'},{'Wife'},{'White'},{'Female'},"(39.0, 40.0)","{'Mexico' ,'United-States'}",{'<=50K'},n
2421,"(58.0, 69.0)",{'Private'},"(9.0, 12.0)",{'Widowed'},{'Craft-repair'},{'Not-in-family'},{'White'},{'Female'},"(36.0, 42.0)","{'Canada' ,'United-States'}",{'<=50K'},n
2422,"(58.0, 69.0)",{'Private'},"(9.0, 12.0)",{'Widowed'},{'Craft-repair'},{'Not-in-family'},{'White'},{'Female'},"(36.0, 42.0)","{'Canada' ,'United-States'}",{'<=50K'},n
2423,"(58.0, 65.0)",{'Private'},"(1.0, 9.0)",{'Divorced'},{'Other-service'},{'Not-in-family'},{'White'},{'Female'},"(38.0, 40.0)","{'Mexico' ,'Poland' ,'United-States'}",{'<=50K'},n
2424,"(62.0, 77.0)",{'Self-emp-not-inc'},"(1.0, 16.0)",{'Widowed'},{'Exec-managerial'},{'Not-in-family'},{'White'},{'Female'},"(39.0, 62.0)",{'United-States'},{'<=50K'},n
2425,"(50.0, 56.0)",{'State-gov'},"(5.0, 13.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(38.0, 40.0)",{'United-States'},{'<=50K'},n
2426,"(51.0, 55.0)",{'Private'},"(9.0, 11.0)",{'Divorced'},{'Sales'},{'Not-in-family'},{'White'},{'Female'},"(50.0, 55.0)",{'United-States'},{'<=50K'},n
2427,"(55.0, 58.0)",{'Private'},"(10.0, 13.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(39.0, 44.0)",{'United-States'},{'<=50K'},n
2428,"(50.0, 57.0)",{'Private'},"(7.0, 13.0)",{'Divorced'},{'Tech-support'},{'Not-in-family'},{'White'},{'Female'},"(36.0, 40.0)",{'United-States'},{'<=50K'},n
2429,"(55.0, 71.0)",{'Private'},"(9.0, 14.0)",{'Divorced'},{'Prof-specialty'},{'Not-in-family'},{'White'},{'Female'},"(38.0, 40.0)",{'United-States'},{'<=50K'},n
2430,"(51.0, 75.0)",{'Self-emp-inc'},"(9.0, 14.0)",{'Married-civ-spouse'},"{'Adm-clerical' ,'Exec-managerial' ,'Sales'}",{'Wife'},{'White'},{'Female'},"(6.0, 26.0)",{'United-States'},{'>50K'},n
2431,"(50.0, 55.0)",{'Private'},"(9.0, 14.0)",{'Married-civ-spouse'},{'Exec-managerial'},{'Wife'},{'White'},{'Female'},"(37.0, 50.0)",{'United-States'},{'>50K'},n
2432,"(50.0, 70.0)",{'?'},"(9.0, 14.0)",{'Widowed'},{'?'},{'Unmarried'},{'White'},{'Female'},"(15.0, 20.0)","{'Puerto-Rico' ,'United-States'}",{'<=50K'},n
2433,"(57.0, 60.0)",{'Private'},"(7.0, 9.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(40.0, 45.0)",{'United-States'},{'<=50K'},n
2434,"(56.0, 60.0)",{'Private'},"(9.0, 14.0)",{'Divorced'},{'Exec-managerial'},{'Not-in-family'},{'White'},{'Female'},"(37.0, 40.0)",{'United-States'},{'<=50K'},n
2435,"(54.0, 61.0)",{'Local-gov'},"(11.0, 14.0)",{'Married-civ-spouse'},{'Prof-specialty'},{'Wife'},{'White'},{'Female'},"(30.0, 39.0)",{'United-States'},{'<=50K'},n
2436,"(51.0, 64.0)",{'Private'},"(9.0, 14.0)",{'Divorced'},{'Prof-specialty'},{'Unmarried'},{'Black'},{'Female'},"(20.0, 40.0)","{'?' ,'Jamaica' ,'United-States'}",{'<=50K'},n
2437,"(54.0, 62.0)",{'Private'},"(9.0, 10.0)",{'Married-civ-spouse'},{'Adm-clerical'},{'Wife'},{'White'},{'Female'},"(39.0, 40.0)","{'Mexico' ,'United-States'}",{'>50K'},n
2438,"(51.0, 75.0)",{'Private'},"(9.0, 11.0)",{'Never-married'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(39.0, 40.0)",{'United-States'},{'<=50K'},n
2439,"(52.0, 56.0)",{'Private'},"(10.0, 13.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(28.0, 35.0)",{'United-States'},{'<=50K'},n
2440,"(58.0, 66.0)",{'?'},"(6.0, 10.0)",{'Married-civ-spouse'},{'?'},{'Wife'},{'White'},{'Female'},"(38.0, 40.0)",{'United-States'},{'<=50K'},n
2441,"(51.0, 55.0)",{'Private'},"(9.0, 14.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(40.0, 42.0)",{'United-States'},{'<=50K'},n
2442,"(58.0, 65.0)",{'Private'},"(1.0, 9.0)",{'Divorced'},{'Other-service'},{'Not-in-family'},{'White'},{'Female'},"(38.0, 40.0)","{'Mexico' ,'Poland' ,'United-States'}",{'<=50K'},n
2443,"(65.0, 75.0)",{'Private'},"(9.0, 10.0)",{'Divorced'},{'Sales'},{'Not-in-family'},{'White'},{'Female'},"(16.0, 30.0)",{'United-States'},{'<=50K'},n
2444,"(52.0, 54.0)",{'Private'},"(9.0, 13.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(39.0, 40.0)","{'Germany' ,'United-States'}",{'<=50K'},n
2445,"(50.0, 53.0)",{'Private'},"(9.0, 13.0)",{'Married-civ-spouse'},{'Sales'},{'Wife'},{'White'},{'Female'},"(38.0, 40.0)",{'United-States'},{'<=50K'},n
2446,"(54.0, 70.0)",{'Private'},"(6.0, 13.0)",{'Divorced'},{'Other-service'},{'Not-in-family'},{'White'},{'Female'},"(8.0, 17.0)","{'Puerto-Rico' ,'United-States'}",{'<=50K'},n
2447,"(52.0, 58.0)",{'Private'},"(6.0, 10.0)",{'Widowed'},{'Other-service'},{'Unmarried'},{'White'},{'Female'},"(40.0, 57.0)",{'United-States'},{'<=50K'},n
2448,"(65.0, 68.0)",{'?'},"(10.0, 14.0)",{'Widowed'},{'?'},{'Not-in-family'},{'White'},{'Female'},"(2.0, 5.0)",{'United-States'},{'<=50K'},n
2449,"(53.0, 56.0)",{'Private'},"(9.0, 14.0)",{'Divorced'},{'Exec-managerial'},{'Not-in-family'},{'White'},{'Female'},"(37.0, 40.0)",{'United-States'},{'<=50K'},n
2450,"(50.0, 52.0)",{'Private'},"(6.0, 13.0)",{'Divorced'},{'Sales'},{'Not-in-family'},{'White'},{'Female'},"(39.0, 40.0)",{'United-States'},{'<=50K'},n
2451,"(55.0, 71.0)",{'Private'},"(9.0, 14.0)",{'Divorced'},{'Prof-specialty'},{'Not-in-family'},{'White'},{'Female'},"(38.0, 40.0)",{'United-States'},{'<=50K'},n
2452,"(50.0, 69.0)",{'Private'},"(7.0, 12.0)",{'Widowed'},{'Tech-support'},{'Unmarried'},{'White'},{'Female'},"(8.0, 38.0)",{'United-States'},{'<=50K'},n
2453,"(50.0, 57.0)",{'Private'},"(9.0, 13.0)",{'Separated'},{'Exec-managerial'},{'Unmarried'},{'White'},{'Female'},"(39.0, 64.0)",{'United-States'},{'<=50K'},n
2454,"(51.0, 77.0)",{'Self-emp-not-inc'},"(12.0, 15.0)",{'Widowed'},{'Prof-specialty'},{'Not-in-family'},{'White'},{'Female'},"(20.0, 39.0)",{'United-States'},{'<=50K'},n
2455,"(56.0, 60.0)",{'Private'},"(9.0, 14.0)",{'Divorced'},{'Exec-managerial'},{'Not-in-family'},{'White'},{'Female'},"(37.0, 40.0)",{'United-States'},{'<=50K'},n
2456,"(50.0, 52.0)",{'Private'},"(9.0, 13.0)",{'Divorced'},{'Exec-managerial'},{'Not-in-family'},{'White'},{'Female'},"(37.0, 40.0)",{'United-States'},{'<=50K'},n
2457,"(57.0, 60.0)",{'Private'},"(7.0, 9.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(40.0, 45.0)",{'United-States'},{'<=50K'},n
2458,"(51.0, 55.0)",{'Private'},"(9.0, 13.0)",{'Never-married'},"{'Adm-clerical' ,'Prof-specialty' ,'Sales'}",{'Own-child'},{'White'},{'Female'},"(38.0, 40.0)",{'United-States'},{'<=50K'},n
2459,"(51.0, 55.0)",{'Private'},"(9.0, 14.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(40.0, 42.0)",{'United-States'},{'<=50K'},n
2460,"(53.0, 56.0)",{'Private'},"(9.0, 14.0)",{'Divorced'},{'Exec-managerial'},{'Not-in-family'},{'White'},{'Female'},"(37.0, 40.0)",{'United-States'},{'<=50K'},n
2461,"(69.0, 74.0)",{'Private'},"(4.0, 9.0)",{'Widowed'},{'Other-service'},{'Not-in-family'},{'White'},{'Female'},"(13.0, 20.0)","{'Italy' ,'United-States'}",{'<=50K'},n
2462,"(51.0, 55.0)",{'Private'},"(9.0, 13.0)",{'Never-married'},"{'Adm-clerical' ,'Prof-specialty' ,'Sales'}",{'Own-child'},{'White'},{'Female'},"(38.0, 40.0)",{'United-States'},{'<=50K'},n
2463,"(50.0, 52.0)",{'Private'},"(5.0, 9.0)",{'Divorced'},{'Adm-clerical'},{'Unmarried'},{'White'},{'Female'},"(39.0, 40.0)",{'United-States'},{'<=50K'},n
2464,"(59.0, 65.0)",{'Private'},"(3.0, 10.0)",{'Widowed'},{'Sales'},{'Not-in-family'},{'White'},{'Female'},"(36.0, 40.0)","{'Italy' ,'United-States'}",{'<=50K'},n
2465,"(50.0, 61.0)",{'State-gov'},"(9.0, 13.0)",{'Widowed'},"{'Adm-clerical' ,'Sales' ,'Tech-support'}",{'Not-in-family'},{'White'},{'Female'},"(38.0, 40.0)",{'United-States'},{'<=50K'},n
2466,"(53.0, 56.0)",{'Private'},"(9.0, 14.0)",{'Divorced'},{'Exec-managerial'},{'Not-in-family'},{'White'},{'Female'},"(37.0, 40.0)",{'United-States'},{'<=50K'},n
2467,"(50.0, 62.0)",{'Private'},"(7.0, 11.0)",{'Widowed'},"{'Adm-clerical' ,'Exec-managerial' ,'Handlers-cleaners' ,'Machine-op-inspct'}",{'Other-relative'},"{'Amer-Indian-Eskimo' ,'Black'}",{'Female'},"(36.0, 40.0)",{'United-States'},{'<=50K'},n
2468,"(52.0, 56.0)",{'Federal-gov'},"(9.0, 13.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(32.0, 40.0)",{'United-States'},{'<=50K'},n
2469,"(57.0, 60.0)",{'Private'},"(7.0, 9.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(40.0, 45.0)",{'United-States'},{'<=50K'},n
2470,"(50.0, 52.0)",{'Private'},"(5.0, 9.0)",{'Divorced'},{'Adm-clerical'},{'Unmarried'},{'White'},{'Female'},"(39.0, 40.0)",{'United-States'},{'<=50K'},n
2471,"(51.0, 63.0)","{'Private' ,'Self-emp-not-inc'}","(3.0, 11.0)",{'Separated'},{'Other-service'},{'Unmarried'},{'Black'},{'Female'},"(39.0, 44.0)",{'United-States'},{'<=50K'},n
2472,"(50.0, 57.0)",{'Private'},"(7.0, 13.0)",{'Divorced'},{'Tech-support'},{'Not-in-family'},{'White'},{'Female'},"(36.0, 40.0)",{'United-States'},{'<=50K'},n
2473,"(54.0, 62.0)",{'Private'},"(9.0, 10.0)",{'Married-civ-spouse'},{'Adm-clerical'},{'Wife'},{'White'},{'Female'},"(39.0, 40.0)","{'Mexico' ,'United-States'}",{'>50K'},n
2474,"(55.0, 58.0)",{'Private'},"(10.0, 13.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(39.0, 44.0)",{'United-States'},{'<=50K'},n
2475,"(50.0, 53.0)",{'State-gov'},"(4.0, 11.0)",{'Married-civ-spouse'},{'Other-service'},{'Wife'},{'White'},{'Female'},"(17.0, 39.0)","{'Italy' ,'United-States'}",{'<=50K'},n
2476,"(59.0, 60.0)",{'Private'},"(9.0, 10.0)",{'Divorced'},{'Adm-clerical'},{'Unmarried'},{'White'},{'Female'},"(38.0, 44.0)",{'United-States'},{'<=50K'},n
2477,"(50.0, 52.0)",{'Private'},"(9.0, 13.0)",{'Divorced'},{'Exec-managerial'},{'Not-in-family'},{'White'},{'Female'},"(37.0, 40.0)",{'United-States'},{'<=50K'},n
2478,"(51.0, 75.0)",{'Self-emp-inc'},"(9.0, 14.0)",{'Married-civ-spouse'},"{'Adm-clerical' ,'Exec-managerial' ,'Sales'}",{'Wife'},{'White'},{'Female'},"(6.0, 26.0)",{'United-States'},{'<=50K'},n
2479,"(64.0, 67.0)",{'?'},"(9.0, 14.0)",{'Widowed'},{'?'},{'Unmarried'},{'White'},{'Female'},"(38.0, 40.0)",{'United-States'},{'<=50K'},n
2480,"(60.0, 63.0)",{'Private'},"(6.0, 9.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(38.0, 40.0)",{'United-States'},{'<=50K'},n
2481,"(50.0, 52.0)",{'State-gov'},"(9.0, 13.0)",{'Divorced'},{'Exec-managerial'},{'Unmarried'},{'White'},{'Female'},"(28.0, 59.0)","{'?' ,'United-States'}",{'<=50K'},n
2482,"(51.0, 55.0)",{'Private'},"(9.0, 14.0)",{'Divorced'},{'Adm-clerical'},{'Not-in-family'},{'White'},{'Female'},"(40.0, 42.0)",{'United-States'},{'<=50K'},n
2483,"(51.0, 53.0)",{'Private'},"(9.0, 14.0)",{'Divorced'},{'Adm-clerical'},{'Unmarried'},{'White'},{'Female'},"(40.0, 53.0)","{'?' ,'United-States'}",{'<=50K'},n
2484,"(57.0, 66.0)",{'Private'},"(9.0, 9.0)",{'Widowed'},{'Sales'},{'Not-in-family'},{'White'},{'Female'},"(16.0, 30.0)",{'United-States'},{'<=50K'},n
2485,"(50.0, 68.0)",{'Private'},"(2.0, 9.0)",{'Divorced'},{'Priv-house-serv'},{'Unmarried'},{'Black'},{'Female'},"(30.0, 99.0)",{'United-States'},{'<=50K'},n
2486,"(53.0, 56.0)",{'Private'},"(9.0, 14.0)",{'Divorced'},{'Exec-managerial'},{'Not-in-family'},{'White'},{'Female'},"(37.0, 40.0)",{'United-States'},{'<=50K'},n
2487,"(54.0, 64.0)",{'Local-gov'},"(9.0, 14.0)",{'Divorced'},{'Prof-specialty'},{'Not-in-family'},{'White'},{'Female'},"(38.0, 42.0)",{'United-States'},{'<=50K'},n
2488,"(56.0, 60.0)",{'Private'},"(9.0, 14.0)",{'Divorced'},{'Exec-managerial'},{'Not-in-family'},{'White'},{'Female'},"(37.0, 40.0)",{'United-States'},{'>50K'},n
2489,"(51.0, 59.0)",{'Private'},"(9.0, 14.0)",{'Widowed'},{'Exec-managerial'},{'Not-in-family'},{'White'},{'Female'},"(38.0, 40.0)","{'United-States' ,'Yugoslavia'}",{'<=50K'},n
2490,"(53.0, 70.0)",{'Self-emp-not-inc'},"(9.0, 11.0)",{'Married-civ-spouse'},"{'Sales' ,'Tech-support'}",{'Wife'},{'White'},{'Female'},"(23.0, 48.0)",{'United-States'},{'<=50K'},n
2491,"(50.0, 55.0)",{'Private'},"(9.0, 14.0)",{'Married-civ-spouse'},{'Exec-managerial'},{'Wife'},{'White'},{'Female'},"(37.0, 50.0)",{'United-States'},{'<=50K'},n
2492,"(51.0, 76.0)",{'Private'},"(6.0, 9.0)",{'Widowed'},"{'Craft-repair' ,'Machine-op-inspct'}",{'Unmarried'},{'Black'},{'Female'},"(3.0, 40.0)",{'United-States'},{'<=50K'},n
2493,"(53.0, 70.0)",{'Self-emp-not-inc'},"(9.0, 11.0)",{'Married-civ-spouse'},"{'Sales' ,'Tech-support'}",{'Wife'},{'White'},{'Female'},"(23.0, 48.0)",{'United-States'},{'<=50K'},n
2494,"(55.0, 66.0)",{'Private'},"(10.0, 15.0)",{'Never-married'},{'Prof-specialty'},{'Not-in-family'},{'White'},{'Female'},"(38.0, 45.0)",{'United-States'},{'>50K'},n
2495,"(55.0, 61.0)",{'Private'},"(9.0, 10.0)",{'Never-married'},{'Sales'},{'Own-child'},{'White'},{'Female'},"(22.0, 40.0)",{'United-States'},{'<=50K'},n
2502,"(52.0, 56.0)",{'Private'},"(9.0, 9.0)",{'Never-married'},{'Adm-clerical'},{'Own-child'},{'White'},{'Female'},"(33.0, 37.0)","{'Canada' ,'United-States'}",{'<=50K'},n
2503,"(89.0, 90.0)",{'Private'},"(9.0, 10.0)",{'Never-married'},{'Adm-clerical'},{'Own-child'},{'White'},{'Female'},"(12.0, 16.0)",{'United-States'},{'<=50K'},n
2510,"(50.0, 58.0)",{'Local-gov'},"(9.0, 14.0)",{'Never-married'},"{'Adm-clerical' ,'Exec-managerial' ,'Other-service' ,'Prof-specialty'}",{'Own-child'},{'White'},{'Female'},"(40.0, 56.0)",{'United-States'},{'<=50K'},n
2511,"(51.0, 51.0)",{'Self-emp-not-inc'},"(10.0, 15.0)",{'Never-married'},"{'Farming-fishing' ,'Prof-specialty'}",{'Own-child'},{'White'},{'Female'},"(32.0, 40.0)",{'United-States'},{'<=50K'},n
2515,"(50.0, 52.0)","{'Private' ,'Self-emp-inc' ,'Self-emp-not-inc'}","(6.0, 11.0)",{'Divorced'},"{'Other-service' ,'Sales'}",{'Own-child'},{'White'},{'Female'},"(20.0, 38.0)",{'United-States'},{'<=50K'},n
2520,"(50.0, 53.0)","{'Private' ,'Self-emp-inc'}","(7.0, 10.0)",{'Divorced'},{'Sales'},{'Own-child'},{'White'},{'Female'},"(39.0, 70.0)","{'Puerto-Rico' ,'United-States'}",{'<=50K'},n
2525,"(50.0, 63.0)","{'?' ,'Private' ,'Without-pay'}","(9.0, 9.0)",{'Married-civ-spouse'},"{'?' ,'Exec-managerial' ,'Machine-op-inspct'}",{'Own-child'},{'White'},{'Female'},"(38.0, 40.0)",{'United-States'},{'>50K'},n
2529,"(54.0, 65.0)",{'Private'},"(9.0, 10.0)",{'Never-married'},"{'Adm-clerical' ,'Priv-house-serv'}",{'Unmarried'},{'White'},{'Female'},"(40.0, 40.0)","{'Mexico' ,'Scotland' ,'United-States'}",{'<=50K'},n
2530,"(54.0, 65.0)",{'Private'},"(9.0, 10.0)",{'Never-married'},"{'Adm-clerical' ,'Priv-house-serv'}",{'Unmarried'},{'White'},{'Female'},"(40.0, 40.0)","{'Mexico' ,'Scotland' ,'United-States'}",{'<=50K'},n
2531,"(54.0, 65.0)",{'Private'},"(9.0, 10.0)",{'Never-married'},"{'Adm-clerical' ,'Priv-house-serv'}",{'Unmarried'},{'White'},{'Female'},"(40.0, 40.0)","{'Mexico' ,'Scotland' ,'United-States'}",{'<=50K'},n
2533,"(50.0, 56.0)",{'Private'},"(9.0, 16.0)",{'Never-married'},"{'Exec-managerial' ,'Prof-specialty'}",{'Unmarried'},{'White'},{'Female'},"(37.0, 58.0)","{'Philippines' ,'United-States'}",{'<=50K'},n
2537,"(53.0, 66.0)",{'State-gov'},"(9.0, 14.0)",{'Never-married'},"{'Adm-clerical' ,'Exec-managerial' ,'Prof-specialty'}",{'Unmarried'},{'White'},{'Female'},"(18.0, 49.0)",{'United-States'},{'<=50K'},n
2542,"(50.0, 55.0)",{'Self-emp-not-inc'},"(9.0, 15.0)",{'Never-married'},"{'Exec-managerial' ,'Other-service' ,'Prof-specialty' ,'Sales'}",{'Unmarried'},{'White'},{'Female'},"(34.0, 52.0)",{'United-States'},{'<=50K'},n
2547,"(71.0, 74.0)",{'Private'},"(9.0, 10.0)",{'Widowed'},{'Other-service'},{'Unmarried'},{'White'},{'Female'},"(20.0, 29.0)",{'United-States'},{'<=50K'},n
2552,"(51.0, 64.0)",{'Private'},"(3.0, 9.0)",{'Widowed'},{'Other-service'},{'Unmarried'},{'White'},{'Female'},"(41.0, 99.0)","{'Mexico' ,'United-States'}",{'<=50K'},n
2557,"(65.0, 71.0)",{'Private'},"(9.0, 9.0)",{'Widowed'},{'Adm-clerical'},{'Unmarried'},{'White'},{'Female'},"(23.0, 36.0)",{'United-States'},{'<=50K'},n
